cluster_id,canonical_phrase,phrase_count,phrases
77,Debug Build Sensitivity,3,"[""shared debug build"", ""debug-only release unaffected"", ""debug build only""]"
78,File Edit Page Loads Correctly,1,"[""File Edit Page loads correctly""]"
79,Apprunner Stability Failure,2,"[""apprunner crash"", ""apprunner hang Mac""]"
80,M9 Milestone Tracking,2,"[""M9 milestone"", ""M9 milestone cookies""]"
81,Attachments.Ispatch Orphan Param,1,"[""attachments.ispatch orphan param""]"
82,AAudio Default Configuration,2,"[""AAudio disabled by default"", ""AAudio deferred re-enable""]"
83,Profile Manager Startup,2,"[""ProfileManager launch"", ""Profile Manager Start Mozilla""]"
84,Windows 7 Only Reproduce,1,"[""Windows 7 only reproduce""]"
85,Debug Build Fuzzing,3,"[""MSan build fuzzing"", ""fuzzing debug build only"", ""gczeal debug fuzzing build""]"
86,DevTools Component Maintenance,2,"[""unmaintained devtools components"", ""devtools""]"
87,Vtcapture Rendering,1,"[""VTCapture rendering""]"
88,IPC Channel Counter,2,"[""counter per channel"", ""IPC channel counter""]"
89,Storage Stream Seeking,2,"[""nsStorageStream mWriteCursor"", ""nsStorageStream Seek""]"
90,Status Whiteboard Pdt Mismatch,1,"[""status whiteboard PDT mismatch""]"
91,Upstream Library Fix,2,"[""upstream patch fix"", ""upstream Skia fix""]"
92,HTTP2 Proxy Crash,2,"[""HTTP2 websocket proxy crash"", ""test_websocket_http2 backout failure""]"
93,Min-Content Overflow Issue,2,"[""min-content overflow"", ""min-width min-content""]"
94,Invalid Tag Name Selector,2,"[""numeric tag name invalid"", ""tag number selector invalid""]"
95,Dot Release Rdl Default,1,"[""dot release RDL default""]"
96,Login Blocked Work Blocker,1,"[""login blocked work blocker""]"
97,Attachment Text Wrapping,2,"[""attachment comment no wrap"", ""attachment section wraps""]"
98,ASAN QR Regression,3,"[""windows11-64-2009-asan-qr"", ""windows11-64-2009-asan-qr"", ""linux1804-64-asan-qr""]"
99,Feature Key Compatibility,2,"[""feature key backwards compatibility"", ""feature features key coexistence""]"
100,Feature Schema Incompatibility,2,"[""single-feature multi-feature schema incompatibility"", ""feature enabled schema rejection""]"
101,Page Load Failure,2,"[""page load hang"", ""page load crash""]"
102,Compositor Framebuffer Error,2,"[""RenderCompositorSWGL framebuffer"", ""RenderCompositorSWGL framebuffer error""]"
103,Normandy Cert Hotfix,1,"[""Normandy cert hotfix""]"
104,Recipe Disabled Low Enrollment,1,"[""recipe disabled low enrollment""]"
105,Compositor Assertion Violation,2,"[""COMPOSITOR_ENABLED assert violation"", ""MOZ_DIAGNOSTIC_ASSERT compositor state""]"
106,WindowGlobalParent Structure,2,"[""WindowGlobalParent embedder"", ""WindowGlobalParent subframe""]"
107,Posix Nspr Emulation Removed,1,"[""posix-nspr-emulation removed""]"
108,Libfuzzer Startup Crash,1,"[""libfuzzer startup crash""]"
109,Linux Platform Crash,3,"[""unix crash fix"", ""Linux only crash"", ""Linux no crash expected behavior""]"
110,Priority Bug Tracking,2,"[""P1 bugs pending"", ""P1/P2 bugs""]"
111,Js Without Nspr Rename,1,"[""JS_WITHOUT_NSPR rename""]"
112,Dogfood Keyword Aim Blocker,1,"[""dogfood keyword AIM blocker""]"
113,Gecko Merge Bustage,2,"[""Gecko 39 merge"", ""Gecko 73 beta merge bustage""]"
114,IPC Pipe Failure,2,"[""IPC named pipe failure"", ""IPC pipe connection reset""]"
115,Compose Window Closure Failure,2,"[""HTML compose window close crash"", ""compose window not closing""]"
116,Unexpected Test Failure,2,"[""TEST-UNEXPECTED-FAIL"", ""TEST-UNEXPECTED-FAIL uncaught exception""]"
117,Meta Bug Tracking,2,"[""meta bug tracking"", ""meta bug blocker""]"
118,Milestone Schedule Deferral,2,"[""M11 M12 milestone deferral"", ""M14 milestone""]"
119,XPCShell Test Timeout,2,"[""win64cfi xpcshell timeout"", ""xpcshell intermittent""]"
120,Aurora Release Uplift,3,"[""Aurora 53 uplift"", ""Aurora uplift permafail"", ""uplift process Aurora""]"
121,Wayland Callback Crash,2,"[""Wayland frame callback crash"", ""moz_container_wayland_frame_callback""]"
122,Enable Fuzzing Enable Pie,1,"[""enable-fuzzing enable-PIE""]"
123,Alt+Tab Input Suppression,2,"[""Alt+Tab suppressed"", ""mouse held Alt+Tab""]"
124,Memory Access Violation,3,"[""ACCESS_VIOLATION_READ"", ""EXCEPTION_ACCESS_VIOLATION_WRITE"", ""ACCESS_VIOLATION_WRITE""]"
125,100% User Impact System Clocks,1,"[""100% user impact system clocks""]"
126,Third-Party Software Conflict,2,"[""software conflict"", ""uber software conflicts""]"
127,Open Location Error Dialog,1,"[""Open Location error dialog""]"
128,Commercial Build Verification,2,"[""commercial build verified"", ""commercial build""]"
129,Fields Missing After Edit,1,"[""fields missing after edit""]"
130,Win7 Debug Mochi 2 Failure,1,"[""Win7 debug mochi-2 failure""]"
131,Beta Only Failure,2,"[""beta-only failure"", ""mozilla-beta only failure""]"
132,Inactive Bug Cleanup,2,"[""inactive metabug"", ""inactive bug""]"
133,Llvmfuzzer Symbols Hidden,1,"[""LLVMFuzzer symbols hidden""]"
134,WebRender Windows Support,2,"[""Software WebRender Windows support"", ""Windows 7 WebRender blocker""]"
135,ESR Release Uplift,2,"[""ESR 60.2 uplift"", ""comm-esr60 uplift 2.57""]"
136,CCOV QR Test Regression,2,"[""linux1804-64-ccov-qr"", ""windows10-64-2004-ccov-qr""]"
137,Asan Segv Sched Cpucount,1,"[""ASan SEGV __sched_cpucount""]"
138,Widget Voice Search Default Engine,1,"[""widget voice search default engine""]"
139,Server Side Text Wrapping,1,"[""server side text wrapping""]"
140,Stream Aborted Before Download Complete,1,"[""stream aborted before download complete""]"
141,Duplicate Bug Resolution,3,"[""duplicate bug resolution"", ""duplicate bug resolution"", ""duplicate bug merged""]"
142,Switch Back To Function,1,"[""switch back to function""]"
143,25% 50% 100% Ramp,1,"[""25% 50% 100% ramp""]"
144,Nightly Build Vs Early Beta Or Earlier,1,"[""NIGHTLY_BUILD vs EARLY_BETA_OR_EARLIER""]"
145,Verified Worksforme Status,2,"[""VERIFIED WORKSFORME"", ""cross-platform verified worksforme""]"
146,Sandbox Out Of Memory,2,"[""SandboxBroker ENOMEM"", ""SandboxBroker ENOMEM""]"
147,Img Widthandheight Slice 2 Reftest,1,"[""img-widthAndHeight-slice-2 reftest""]"
148,Recipe Enrollment Telemetry,1,"[""recipe enrollment telemetry""]"
149,Checkbox Hidden Initialized True,1,"[""checkbox hidden initialized true""]"
150,Desktop Ui Refresh,1,"[""Desktop UI Refresh""]"
151,Speculative Connect Smart Cards,1,"[""speculative connect smart cards""]"
152,Ancestor Transform Assertion,1,"[""ancestor transform assertion""]"
153,D3D11 Correctness Issues,1,"[""D3D11 correctness issues""]"
154,IPC Pressure Metrics,2,"[""IPC pressure metrics"", ""IPC pressure indicator""]"
155,SIGABRT Thread Crash,2,"[""SIGABRT libpthread crash"", ""SIGABRT SI_TKILL corrupted stack""]"
156,Inbound Tree Closure,1,"[""inbound tree closure""]"
157,Test Info Testrun Matrix Artifact,1,"[""test-info-testrun-matrix artifact""]"
158,Ccachestreamlistener Onstopbinding,1,"[""CCacheStreamListener OnStopBinding""]"
159,Feature Default Disablement,2,"[""feature disabled everyone"", ""feature disabled default""]"
160,Missing Severity Level,2,"[""severity not set"", ""severity not set""]"
161,Nightly Aurora Progression,2,"[""Nightly Aurora"", ""JS classes Aurora Nightly""]"
162,Trustloaded3Rdpartyroots Reentrant,1,"[""TrustLoaded3rdPartyRoots reentrant""]"
163,Composer Window Url Load,1,"[""Composer window URL load""]"
164,Nsgconfservice Removed,1,"[""nsGConfService removed""]"
165,Old Query Invalid Wontfix,1,"[""old query invalid WONTFIX""]"
166,Temporary Patch Fix,1,"[""temporary patch fix""]"
167,Prefers Color Scheme Query,1,"[""prefers-color-scheme query""]"
168,Non Bmo Neutral Theme,1,"[""non-BMO neutral theme""]"
169,Esr Backport Request,1,"[""ESR backport request""]"
170,Dom Manifest Mochitests Permafail,1,"[""DOM manifest mochitests permafail""]"
171,Refactor Js Classes,1,"[""refactor JS classes""]"
172,Telemetry Aarch64 Windows Bustage,1,"[""Telemetry.cpp aarch64 Windows bustage""]"
173,Changecerttrustwithpossibleauthentication,1,"[""ChangeCertTrustWithPossibleAuthentication""]"
174,Prinit Xp Win Include,1,"[""prinit.h XP_WIN include""]"
175,Webrenderscrolldata Capture,1,"[""WebRenderScrollData capture""]"
176,Test Index Compaction Failure,1,"[""test_index_compaction failure""]"
177,Windows Build Compatibility,3,"[""Win32 build"", ""Windows builds"", ""Win32 build""]"
178,Nschromeregistry Hp Build Failure,1,"[""nsChromeRegistry.cpp HP build failure""]"
179,Graphite2 1.3.8 Update,1,"[""graphite2 1.3.8 update""]"
180,Proxy Api Java Download Workaround,1,"[""proxy API java download workaround""]"
181,9 Argument Drawimage Distorted,1,"[""9-argument drawImage distorted""]"
182,Basic Compositor D3D11 Percentage,1,"[""basic compositor D3D11 percentage""]"
183,5 Argument 3 Argument Ok,1,"[""5-argument 3-argument ok""]"
184,Test Execution Timeout,5,"[""test_bug458037 timeout"", ""4 test timeouts giving up"", ""180102ms test timeout"", ""300003ms test timeout"", ""9022ms test timeout""]"
185,Crash Reporter No Report,1,"[""crash reporter no report""]"
186,RNP Filename Encoding Failure,2,"[""RNP file API UTF-8 failure"", ""UTF-16 filename RNP rejection""]"
187,Drag Preview Missing,2,"[""drag preview missing"", ""first drag no preview""]"
188,Top100 WebCompat Testing,2,"[""Top100 webcompat testing"", ""Top100 webcompat test""]"
189,Windows Content Crash,2,"[""32-bit Windows content crash"", ""Windows 7 64-bit crash""]"
190,Dialog Parenting Error,2,"[""dialog parenting bug"", ""child dialog still active""]"
191,Blocker Severity Escalation,1,"[""blocker severity escalation""]"
192,Finite Clip Assertion,1,"[""finite clip assertion""]"
193,Database Inconsistency Repair,1,"[""database inconsistency repair""]"
194,Contain Intrinsic Size,1,"[""contain-intrinsic-size""]"
195,4.0 Plugin Stream Handling,1,"[""4.0 plugin stream handling""]"
196,Navigation Event Abortion,2,"[""navigate event abort"", ""ongoing navigate aborted""]"
197,Minefield Version Regression,2,"[""Minefield 3.0a1"", ""Minefield 3.7a5pre""]"
198,Socket Transport Service,2,"[""nsSocketTransport OnFound"", ""nsSocketTransportService""]"
199,Duplicate F Param Advanced Search,1,"[""duplicate f-param Advanced Search""]"
200,Inactive Bug Mass Closure,2,"[""mass-closing inactive bugs"", ""inactive bug closure""]"
201,Compose Window To Field,1,"[""compose window To field""]"
202,Dark Mode Coloring,2,"[""dark mode color change"", ""dark mode night mode""]"
203,Additional Property Ignored,1,"[""additional property ignored""]"
204,Post 1.3.7 Regression,1,"[""post-1.3.7 regression""]"
205,Optimizemir Ion,1,"[""OptimizeMIR Ion.cpp""]"
206,Qa Contact Incorrect In List,1,"[""QA contact incorrect in list""]"
207,Mozregression Duplicate Fixed,1,"[""mozregression duplicate fixed""]"
208,Asan Browser Chrome Oom,1,"[""ASAN browser-chrome OOM""]"
209,Devtools Test Window Leak,1,"[""devtools test window leak""]"
210,Overlays.Rdf Resource Chrome,1,"[""overlays.rdf resource chrome""]"
211,Location.href Navigation Crash,2,"[""location.href crash"", ""location.href navigate""]"
212,Jit Test,1,"[""jit-test""]"
213,WebRender Software Fallback,2,"[""WebRender SW-WR fallback"", ""WebRender SW-WR fallback""]"
214,R X86 64 Glob Dat Unresolved,1,"[""R_X86_64_GLOB_DAT unresolved""]"
215,Pinned Tabs Race Condition,1,"[""pinned tabs race condition""]"
216,Rubber Stamp,1,"[""rubber stamp""]"
217,Force Quit Required,1,"[""force quit required""]"
218,Mresumepoint Releaseuses,1,"[""MResumePoint releaseUses""]"
219,Custom Search Ui Migration,1,"[""Custom Search UI migration""]"
220,New Cert Same Key Pushed,1,"[""new cert same key pushed""]"
221,Enable Singlesignon Prompt,1,"[""enable SingleSignon prompt""]"
222,Pldhash Overload Regression,1,"[""pldhash overload regression""]"
223,Vr180 360 Video Black Blinking,1,"[""VR180 360 video black blinking""]"
224,View Transition Ancestor Clip,1,"[""view transition ancestor clip""]"
225,Android Review Checker Smoke Test,1,"[""Android Review Checker Smoke Test""]"
226,Column Span Overlap,1,"[""column span overlap""]"
227,Walletpreview Wallet Fix,1,"[""WalletPreview wallet.cpp fix""]"
228,Ical Upstream Fix,1,"[""ical.js upstream fix""]"
229,Browserawesomebar Composable Refactor,1,"[""BrowserAwesomeBar composable refactor""]"
230,Fission.Autostart Reddit Crash,1,"[""fission.autostart reddit crash""]"
231,Nsistreamasfile Protocol Hookup,1,"[""nsIStreamAsFile protocol hookup""]"
232,Photon Style Guide,1,"[""Photon style guide""]"
233,Content Process Shutdown Crash,2,"[""content process crashed shutdown"", ""content process crashed shutdown""]"
234,Normandy Recipe,1,"[""Normandy recipe""]"
235,Edit Save Edit Broken,1,"[""edit-save-edit broken""]"
236,ETP Captcha Blocking,2,"[""captcha blocked ETP"", ""Standard ETP captcha""]"
237,Extension Process Persistence,2,"[""extension left running"", ""extension left running""]"
238,Linux Test Configuration,2,"[""linux1804-32-qr opt"", ""linux1804-64-tsan-qr""]"
239,Data Conversion Failed,1,"[""data conversion failed""]"
240,Macos Launch Crash,1,"[""MacOS launch crash""]"
241,Signal 15 Return Code,2,"[""return code -15 signal 15"", ""return code -15 signal 15""]"
242,Nscollationunix Initialize Mlocale,1,"[""nsCollationUnix Initialize mLocale""]"
243,Android Hardware Testing,2,"[""android-hw-p5-13-0-aarch64"", ""android-hw-p5-13-0-aarch64""]"
244,Bugzilla 6 Blocker,1,"[""Bugzilla 6 blocker""]"
245,800 Domwindow Shutdown Threshold,1,"[""800 DOMWindow shutdown threshold""]"
246,Nscomptr Nsirdfdatasource,1,"[""nsCOMPtr nsIRDFDataSource""]"
247,Pie Got Null Pointer,1,"[""PIE GOT null pointer""]"
248,Display List.Retain,1,"[""display-list.retain""]"
249,Aurora Beta Backport,1,"[""aurora beta backport""]"
250,Bfd Lld Gold Diverge,1,"[""BFD lld gold diverge""]"
251,Regression 1852414,1,"[""regression 1852414""]"
252,Regressor Backout Fix,1,"[""regressor backout fix""]"
253,Nspr Removed Js Shell Windows,1,"[""NSPR removed js shell Windows""]"
254,MP3 Streaming Crash,2,"[""ARM CPU MP3 crash"", ""MP3 streaming crash""]"
255,Winutils Waitformessage,1,"[""WinUtils WaitForMessage""]"
256,Regexp Metacharacter Mysql Evaluation,1,"[""regexp metacharacter mysql evaluation""]"
257,Debug Assertion Backout,2,"[""debug-only assertion no user impact"", ""debug-only assertion backout""]"
258,Js Classes Reserved Identifier,1,"[""JS classes reserved identifier""]"
259,Vm/Time Unused Header,1,"[""vm/Time.cpp unused header""]"
260,Long Description Overflow,1,"[""long description overflow""]"
261,Nscautostring Overlayfile,1,"[""nsCAutoString overlayFile""]"
262,Reassigned Bug Stale Query,1,"[""reassigned bug stale query""]"
263,Sidebar Flash Glitch,2,"[""sidebar flash new window"", ""private window sidebar flash""]"
264,High Priority Failure Count,2,"[""30 failures high priority"", ""31 failures high priority""]"
265,Shockwave Movie Playback Failure,1,"[""Shockwave movie playback failure""]"
266,Untrustedmodules Missing Beta Build,1,"[""UntrustedModules.h missing beta build""]"
267,Not Regular Expression Query,1,"[""not regular expression query""]"
268,Oji Plug In Applet Blocked,1,"[""OJI plug-in applet blocked""]"
269,Swappable Carets Drag,2,"[""test_drag_swappable_carets_input"", ""swappable carets drag""]"
270,All Add Ons Disabled,1,"[""all add-ons disabled""]"
271,Different Implementation Gecko 39,1,"[""different implementation Gecko 39""]"
272,Apzenabled Bits Nerfed,1,"[""apzEnabled bits nerfed""]"
273,Early Beta Rollout,2,"[""EARLY_BETA_OR_EARLIER"", ""EARLY_BETA_OR_EARLIER rollout""]"
274,No Product Using Yet,1,"[""no product using yet""]"
275,Cycle Collector Cc Graph Oom,1,"[""cycle collector CC graph OOM""]"
276,Post Sandstone Theme,1,"[""post-Sandstone theme""]"
277,Touchpad Autoscroll Repro,1,"[""touchpad autoscroll repro""]"
278,Openpopup Incognito Window,1,"[""openPopup incognito window""]"
279,Subframe Parent Check,1,"[""subframe parent check""]"
280,Video Aspect Ratio Canvas,1,"[""video aspect ratio canvas""]"
281,Max Difference 3,1,"[""max difference 3""]"
282,Wallet Info Pre Fill,1,"[""wallet info pre-fill""]"
283,Experiment Stage Environment,2,"[""cloned experiment Stage environment"", ""Prod Stage clone interaction""]"
284,Gold Linker Bug,1,"[""gold linker bug""]"
285,Rrule Bysetpos Infinite Loop,1,"[""RRULE BYSETPOS infinite loop""]"
286,Non Reproducible Access Violation,1,"[""non-reproducible access violation""]"
287,Social Frameworker Hidden Window,1,"[""social FrameWorker hidden window""]"
288,Cut Paste Partial Fix,1,"[""cut paste partial fix""]"
289,Onfileavailable Never Called,1,"[""OnFileAvailable never called""]"
290,Test Range Windows Leak,1,"[""test_Range windows leak""]"
291,Xpinstall.Signatures.Required,1,"[""xpinstall.signatures.required""]"
292,QR Debug Test Regression,4,"[""windows11-64-2009-qr debug"", ""windows11-64-2009-qr debug"", ""linux1804-64-qr debug"", ""linux1804-64-qr debug""]"
293,Verified Fixed Win Linux,1,"[""verified fixed Win Linux""]"
294,Getuntrustedmoduleloadevents Namespace Error,1,"[""GetUntrustedModuleLoadEvents namespace error""]"
295,Media.Wmf.Vp9.Enabled Workaround,1,"[""media.wmf.vp9.enabled workaround""]"
296,Nextcloud Caldav Auto Sync Freeze,1,"[""Nextcloud CalDAV auto-sync freeze""]"
297,Buglist Incorrect Query Results,1,"[""buglist incorrect query results""]"
298,Beta1 Keyword Pdt Nomination,1,"[""beta1 keyword PDT nomination""]"
299,Testinfo Skipfails Logic Divergence,1,"[""testinfo skipfails logic divergence""]"
300,M14 Linux Commercial Build,1,"[""M14 Linux commercial build""]"
301,Canvas2D Video Draw,1,"[""Canvas2D video draw""]"
302,Presshell::Rendernode,1,"[""PresShell::RenderNode""]"
303,Sxpcomshutdownclient Null Dereference,1,"[""sXPCOMShutdownClient null dereference""]"
304,Comm Central Cleanup,1,"[""comm-central cleanup""]"
305,Valarm Trigger Pt0S,1,"[""VALARM TRIGGER PT0S""]"
306,Pw Autofill Discoverability,1,"[""PW autofill discoverability""]"
307,Ntwaitformultipleobjects,1,"[""NtWaitForMultipleObjects""]"
308,Resource:// Uri Schema Exposure,1,"[""resource:// URI schema exposure""]"
309,Flagtypes Approval Comm Beta Query,1,"[""flagtypes approval-comm-beta query""]"
310,Esr Branch Update,1,"[""ESR branch update""]"
311,Storage Thread Shutdown Leak,1,"[""storage thread shutdown leak""]"
312,Mdatasourcetable Get Put,1,"[""mDataSourceTable Get Put""]"
313,Enter Key New Addressee,1,"[""Enter key new addressee""]"
314,Off Thread Module Parse Error,1,"[""off-thread module parse error""]"
315,Animated Image No Issue,1,"[""animated image no issue""]"
316,Nimbus Cli Force Enrollment,1,"[""nimbus-cli force enrollment""]"
317,Zwqueryattributesfile Detour Hook,1,"[""ZwQueryAttributesFile detour hook""]"
318,Session History Null Pointer,1,"[""session history null pointer""]"
319,Long Press Select All Copy,1,"[""long-press select all copy""]"
320,Experimental Messages Correct Order,1,"[""experimental messages correct order""]"
321,Nonetype Isatty,1,"[""NoneType isatty""]"
322,Geckoview 85 Backout,1,"[""GeckoView 85 backout""]"
323,Compositor Flickering State,2,"[""COMPOSITOR_PAUSED_FLICKERING state"", ""flickering suppression compositor""]"
324,Uat Confirmed,1,"[""UAT confirmed""]"
325,Intermittent One Day Regression,1,"[""intermittent one-day regression""]"
326,Nullwriter To None,1,"[""NullWriter to None""]"
327,Username Password Login,1,"[""username password login""]"
328,Treatment Control Experience Verified,1,"[""treatment control experience verified""]"
329,Merged Jedi Master,1,"[""merged Jedi Master""]"
330,Nspluginstreamtype Asfileonly Blocked,1,"[""nsPluginStreamType_AsFileOnly blocked""]"
331,Ensuredelazifyscriptsfordebugger,1,"[""ensureDelazifyScriptsForDebugger""]"
332,Nsifile Move Rename Mac Corruption,1,"[""nsIFile move rename Mac corruption""]"
333,Mail.Smtpserver Hostname Pref,1,"[""mail.smtpserver hostname pref""]"
