cluster_id,canonical_phrase,phrase_count,phrases
33,Read Write,4,"[""style user modify read"", ""read write"", ""modify read write"", ""user modify read write""]"
34,Mouse Button,3,"[""onmousemove"", ""mouse"", ""mouse button""]"
35,Nsiresult,2,"[""nsiresult"", ""nscrt""]"
36,Inherit Properties,2,"[""inherit properties"", ""properties""]"
37,10Px,4,"[""10px"", ""2px"", ""10mpx"", ""55px""]"
38,Tasks Adding,4,"[""tasks adding"", ""task"", ""tasks"", ""tasks reassigning""]"
39,Type Box,2,"[""type box"", ""type field""]"
40,Inline Block,7,"[""inline block"", ""display inline block"", ""inline box"", ""implement inline block"", ""inline style"", ""inline elements"", ""inline box""]"
41,Weather Image,3,"[""weather image"", ""complex javascript weather"", ""complex javascript weather image""]"
42,Native Foo,3,"[""native foo"", ""ref native foo"", ""foo""]"
43,Ender Dll,8,"[""dll"", ""ender dll"", ""dll ender"", ""dll ender dll"", ""ender dll ender dll"", ""dll"", ""dll"", ""dll kernel32 dll""]"
44,H1 Jpg,3,"[""jpg"", ""h1 jpg"", ""h2 jpg""]"
45,Gifcom Gif,4,"[""gifcom"", ""gifcom gif"", ""libimg gifcom gif cpp"", ""modules libimg gifcom gif""]"
46,Ini File,5,"[""ini file"", ""ini file editor"", ""ini"", ""ini section"", ""config ini section""]"
47,Font Metrics,2,"[""metrics"", ""font metrics""]"
48,File Naming,4,"[""files"", ""filename"", ""filenames"", ""file naming""]"
49,Vertical Align Baseline,3,"[""baseline"", ""vertical align baseline"", ""vertical""]"
50,Modifier,2,"[""modifier"", ""modifing""]"
51,Caret Painting,3,"[""caret"", ""caret"", ""caret painting""]"
52,Single Click,4,"[""click menu item"", ""single click"", ""click item"", ""single click item""]"
53,Launch Time,2,"[""launch time"", ""start time""]"
54,Add Context,3,"[""add context"", ""context extension"", ""application context""]"
55,Minimum Height,5,"[""set correct height"", ""height"", ""minimum height"", ""height"", ""height width height""]"
56,Page Source,3,"[""page source"", ""page content"", ""containing page""]"
57,Queryinterface Components Interfaces,3,"[""queryinterface components interfaces"", ""getinterface"", ""requestor getinterface components""]"
58,File Editor,8,"[""editor"", ""file editor"", ""editor enhancement"", ""editor enhancement request"", ""editor enhancement request ability"", ""text editor"", ""editor"", ""editor""]"
59,Platform Sensitive,5,"[""platform sensitive"", ""platform sensitive change"", ""platforms"", ""platform integration"", ""platform""]"
60,Dom Changes,3,"[""dom"", ""dom"", ""dom changes""]"
61,Td Div,3,"[""div"", ""td div"", ""div""]"
62,Italic Text,5,"[""italic"", ""italic text"", ""italicized text"", ""italic correction"", ""pt bold italic""]"
63,Compatibility Mode,2,"[""compatibility mode"", ""compatibility""]"
64,Windows 98,2,"[""windows 98"", ""win95 00 950""]"
65,Usr Bin,2,"[""usr"", ""usr bin""]"
66,Mass Changing,4,"[""mass changing"", ""mass moving"", ""mass reassign"", ""mass moving""]"
67,Scrollable Area,18,"[""scrollable area"", ""scroll"", ""scrollbar"", ""scrollbar appears"", ""vertical scroll"", ""scroll arrow"", ""vertical scroll bar"", ""vertical scroll arrow"", ""scroll arrows"", ""scroll bar"", ""horizontal scroll"", ""horizontal scroll bar"", ""scroll"", ""scrollbar"", ""scroll"", ""scrollable"", ""scrolling"", ""scroll""]"
68,Installer Screen,6,"[""install"", ""install"", ""installer"", ""installer screen"", ""installation"", ""installer""]"
69,Text Decoration,2,"[""text decoration"", ""decoration""]"
70,Tostring,2,"[""tostring"", ""nsstring""]"
71,Precondition Nsnull Aview,3,"[""code ns precondition nsnull"", ""offending code ns precondition"", ""precondition nsnull aview""]"
72,Firefox,3,"[""firefox"", ""browser"", ""chrome""]"
73,Exit Menu,5,"[""exit"", ""exit"", ""exit menu"", ""exit"", ""exits""]"
74,Folder,5,"[""folder"", ""getfolder"", ""getfolder"", ""folder"", ""folder""]"
75,Feature Implement,2,"[""implemented"", ""feature implement""]"
76,Xpi,3,"[""xpi"", ""xpidl"", ""xpidl""]"
77,Block Level,5,"[""block level"", ""blocker"", ""block code"", ""block"", ""block""]"
78,Interface Names,3,"[""interfaces"", ""interface names"", ""components interfaces""]"
79,Iso Jp,2,"[""iso"", ""iso jp""]"
80,Image Map,4,"[""bitmap"", ""image map"", ""image maps"", ""imagemap""]"
81,Character Set,5,"[""charset"", ""charset"", ""character set"", ""mail charset"", ""char""]"
82,White Background,6,"[""white background"", ""foreground"", ""background"", ""background color"", ""foreground background"", ""background""]"
83,Copied,3,"[""copied"", ""clone"", ""cloned""]"
84,Autoconfig Rick,4,"[""autoconfig"", ""autoconfig rick"", ""1w autoconfig rick 1w"", ""rick 1w autoconfig rick""]"
85,Application Window,4,"[""window does open"", ""application window"", ""window launches"", ""window open""]"
86,Prerendered,2,"[""prerendered"", ""predefined""]"
87,Bar Disappearance,2,"[""bar"", ""bar disappearance""]"
88,Reg Expand,3,"[""reg expand"", ""example reg"", ""example reg expand""]"
89,Win32 Nt4,2,"[""win32 nt4"", ""16 win32""]"
90,19Mdk I586,3,"[""19mdk"", ""19mdk i586"", ""19mdk i586 entered""]"
91,Exits File,3,"[""exits file"", ""file exit causing memory"", ""exits file exit causing""]"
92,Sensitive Change,2,"[""sensitive"", ""sensitive change""]"
93,Components Issue,4,"[""components issue"", ""issue add ui components"", ""components issue add ui"", ""components issue""]"
94,Navigator Window,3,"[""navigator window"", ""navigator"", ""navigator window""]"
95,Touch Delegate,3,"[""touch delegate"", ""remove touch"", ""remove touch delegate""]"
96,08 M13,10,"[""m13"", ""08 m13"", ""win 08 m13 mac"", ""m13 win 08 m13"", ""09 m13 win"", ""m13 mac 08 m13"", ""08 m13 mac 08"", ""09 m13 win 08"", ""minor m11"", ""m11""]"
97,Nsfilespec,3,"[""nsfilespec"", ""nsfilespec"", ""nsregisterself""]"
98,Plevent Line,2,"[""plevent"", ""plevent line""]"
99,Alt Text,7,"[""alt text"", ""alt"", ""alt title"", ""altifier"", ""set alt"", ""alt"", ""alt text""]"
100,Nswidget,3,"[""nswidget"", ""nswidget"", ""nswinreg""]"
101,Related Links,3,"[""related links"", ""related links folder"", ""related links folder does""]"
102,Interaction Param,3,"[""interaction param"", ""user interaction param"", ""interaction""]"
103,Display Compact,2,"[""compact"", ""display compact""]"
104,Bij Browser,2,"[""bij browser"", ""cck mcd bij browser""]"
105,Specific Features,2,"[""specific features"", ""mac specific features""]"
106,Break Opportunity,2,"[""opportunity"", ""break opportunity""]"
107,Cdata,2,"[""cdata"", ""cde""]"
108,Archives Animating,3,"[""animation"", ""animations"", ""archives animating""]"
109,Lets Close,2,"[""lets close"", ""close""]"
110,Previously Saved,4,"[""saved"", ""previously saved"", ""save"", ""save""]"
111,Bit Characters,2,"[""bit characters"", ""byte""]"
112,Icon Changes,3,"[""icon changes"", ""icon"", ""icons""]"
113,Dialog Machines,7,"[""dialog"", ""dialog machines"", ""dialog"", ""dialog boxes"", ""pretty dialog boxes"", ""boxes appear pretty dialog"", ""appear pretty dialog boxes""]"
114,Button Does,4,"[""button does"", ""button"", ""buttons"", ""right buttons""]"
115,Apprunner Crashes,7,"[""apprunner crashes"", ""inside apprunner"", ""latest apprunner"", ""apprunner"", ""macos86 apprunner"", ""linux6 apprunner"", ""apprunner optimized""]"
116,Related Server,5,"[""server"", ""server"", ""related server"", ""server"", ""servers""]"
117,Form Fields,4,"[""fields"", ""form fields"", ""custom field"", ""custom fields""]"
118,Res Rdf,5,"[""res rdf"", ""rdf flash xul res"", ""dtds res rdf"", ""dtds res rdf flash"", ""flash xul res rdf""]"
119,Defect,2,"[""defect"", ""defects""]"
120,Applies Equally,2,"[""applies"", ""applies equally""]"
121,Gnksa,2,"[""gnksa"", ""gnska""]"
122,Focus Issues,3,"[""focus issues"", ""focus"", ""focus""]"
123,White Text,3,"[""white text"", ""white text does"", ""white text selected""]"
124,Event Handlers,2,"[""event handlers"", ""handler""]"
125,Floater,2,"[""floater"", ""floaters""]"
126,Compose Window,4,"[""compose window"", ""compose window launches"", ""rh compose window launches"", ""compose window begin""]"
127,Depending Verbage,2,"[""verbage"", ""depending verbage""]"
128,01 Spec,2,"[""spec"", ""01 spec""]"
129,Change Appcores,3,"[""appcores"", ""change appcores"", ""converting appcores""]"
130,Xptoolkit M10,7,"[""xptoolkit m10"", ""xptoolkit m10 feature"", ""xptoolkit m10 feature development"", ""sched xptoolkit"", ""sched xptoolkit m10"", ""sched xptoolkit m10 feature"", ""xptoolkit m10 task""]"
131,Feature Arch,3,"[""arch"", ""feature arch"", ""feature arch implement""]"
132,Outline Property,8,"[""outline"", ""outline property"", ""outline styles"", ""css2 outline property"", ""outline"", ""outline property"", ""css2 outline"", ""outlines""]"
133,Text Size,9,"[""text size"", ""font size"", ""font"", ""font"", ""gigantic font"", ""font size"", ""font"", ""font size"", ""font sizes message""]"
134,Trying Document,3,"[""document"", ""trying document"", ""incorrect document""]"
135,Post Screenshot,4,"[""post screenshot"", ""screen shot"", ""screen shot actual"", ""screen shot actual result""]"
136,Table Code,6,"[""tables"", ""table"", ""table code"", ""contain table"", ""table text"", ""table""]"
137,Quirks Mode,2,"[""quirk"", ""quirks mode""]"
138,File Operation,2,"[""file operation"", ""file io""]"
139,Ntlm Authentication,3,"[""ntlm"", ""ntlm authentication"", ""ntlm auth""]"
140,Nsobjectframe,2,"[""nsobjectframe"", ""nsframeimageloader""]"
141,Converter,2,"[""converter"", ""converted""]"
142,Causing Memory Leaks,2,"[""causing memory leaks"", ""exit causing memory leaks""]"
143,Cck Mcd,2,"[""cck"", ""cck mcd""]"
144,Dates,2,"[""dates"", ""datetime""]"
145,Application Copy,2,"[""application copy"", ""application copy paste""]"
146,Heights Corrupted Vertical Scroll,2,"[""heights corrupted vertical scroll"", ""corrupted vertical scroll bar""]"
147,Ftp Directory,4,"[""ftp"", ""ftp directory"", ""ftp download"", ""ftp directory listing""]"
148,Visual Indication,2,"[""indication"", ""visual indication""]"
149,Identical,1,"[""identical""]"
150,Round Dots,5,"[""dots"", ""round dots"", ""square dots"", ""dot"", ""round dots instead""]"
151,Profile Manager Selectprofile,3,"[""selectprofile"", ""profile manager selectprofile"", ""profile manager selectprofile start""]"
152,Jpg Border,7,"[""jpg border"", ""border br img"", ""jpg border br"", ""h2 jpg border"", ""src h2 jpg border"", ""border br img src"", ""jpg border br img""]"
153,Reading File,4,"[""reading file"", ""reading file reading"", ""file reading file"", ""reading file reading file""]"
154,Entered Indicating,2,"[""entered indicating"", ""entered""]"
155,96 Mb,7,"[""96 mb"", ""96 mb ram"", ""p2 96 mb ram"", ""96 mb"", ""96 mb ram"", ""96 mb"", ""96 mb ram""]"
156,View Source,2,"[""view"", ""view source""]"
157,News Ticker,2,"[""news ticker"", ""news ticker applet""]"
158,Unlock,2,"[""unlock"", ""unlocked""]"
159,Requirement,2,"[""requirement"", ""requirements""]"
160,Form Controls,2,"[""form controls"", ""form control""]"
161,Customize Window,3,"[""customize window"", ""customize window does open"", ""longer problem customize window""]"
162,Moment Reassigning,2,"[""moment reassigning"", ""moment""]"
163,Default Size,2,"[""default size"", ""window set default size""]"
164,Pp Customize,2,"[""pp customize"", ""pp customize button""]"
165,Loading,2,"[""loading"", ""loader""]"
166,Mailto Url,7,"[""mailto"", ""mailto url"", ""mailto"", ""mailto link"", ""mailto urls"", ""mailto link handling"", ""mailto link handling hasn""]"
167,Set Bold,6,"[""set bold"", ""bold text"", ""set bold text"", ""bold"", ""setting bold"", ""setting bold won""]"
168,Children,4,"[""children"", ""kids"", ""children"", ""child""]"
169,Area Elements,3,"[""area elements"", ""contains area"", ""contains area elements""]"
170,Messages,2,"[""messages"", ""message""]"
171,Imap Code,2,"[""imap"", ""imap code""]"
172,Refresh,3,"[""refresh"", ""restart"", ""refresh""]"
173,Textual Information,1,"[""textual information""]"
174,Domain Guessing,2,"[""domain"", ""domain guessing""]"
175,Foo Jscontext,2,"[""foo jscontext"", ""native foo jscontext""]"
176,Compareversion String,5,"[""compareversion"", ""compareversion string"", ""compareversion string smrtupdt txt"", ""package compareversion string smrtupdt"", ""22 package compareversion string""]"
177,Attribute Changes,3,"[""attribute changes"", ""attributes"", ""attributes""]"
178,General Useragent,3,"[""useragent"", ""general useragent"", ""general useragent vendorcomment""]"
179,Win 95,2,"[""win 95"", ""95 98""]"
180,Install Exe,4,"[""install exe"", ""exe does"", ""install exe does"", ""exe help""]"
181,Dll Plds3 Dll,4,"[""dll plds3 dll"", ""plds3 dll plds3"", ""dll plds3 dll plds3"", ""plds3 dll plds3 dll""]"
182,Skipping Ignorable,2,"[""ignorable"", ""skipping ignorable""]"
183,List Block List,3,"[""list block list"", ""block list numbering code"", ""list block list numbering""]"
184,List Length,2,"[""list length"", ""list length""]"
185,Installer Spec,2,"[""installer spec"", ""installer spec mac""]"
186,Return Prunichar,2,"[""prunichar"", ""return prunichar""]"
187,Http Link,2,"[""http link"", ""url""]"
188,Mime Emitters Src,3,"[""mime emitters src"", ""mailnews mime emitters"", ""mailnews mime emitters src""]"
189,Named Entities,2,"[""entities"", ""named entities""]"
190,Save File Saving File,3,"[""save file saving file"", ""windows save file saving"", ""native windows save file""]"
191,Msvcrt Dll,2,"[""msvcrt"", ""msvcrt dll""]"
192,Dependency Tree,4,"[""dependency tree"", ""dependencies"", ""dependency"", ""dependencies""]"
193,Progress Meter,2,"[""progress meter"", ""progress bar""]"
194,Utf,3,"[""utf"", ""unicode"", ""unicode""]"
195,Wordpad,2,"[""wordpad"", ""notepad""]"
196,Short Heights Corrupted,2,"[""short heights corrupted"", ""short heights corrupted vertical""]"
197,Module Base,2,"[""module base"", ""const module base""]"
198,Hash Table,2,"[""hash table"", ""preference hash table""]"
199,Enhancement Requests,4,"[""enhancements"", ""enhancement requests"", ""enhancement request"", ""enhancements""]"
200,Dogfood Mouse,2,"[""dogfood mouse"", ""dogfood mouse wheel scrolling""]"
201,Copy Paste,5,"[""paste"", ""copy paste"", ""cut copy paste"", ""pasted"", ""copy paste""]"
202,Nsstring2 Cpp,5,"[""xpcom ds nsstring2"", ""nsstring2 cpp"", ""nsstring2 cpp line"", ""ds nsstring2 cpp line"", ""xpcom ds nsstring2 cpp""]"
203,Enable Proxy,10,"[""proxy"", ""proxies"", ""enable proxy"", ""proxy support"", ""proxy issues"", ""proxy"", ""proxy server"", ""proxies"", ""proxy servers"", ""change proxies""]"
204,Img Element,3,"[""img"", ""img element"", ""img""]"
205,Mouse Drag,4,"[""mouse drag"", ""drag"", ""drag"", ""dragging""]"
206,Ignorable Whitespace,2,"[""ignorable whitespace"", ""skipping ignorable whitespace""]"
207,Netwerk Protocol,2,"[""netwerk"", ""netwerk protocol""]"
208,Add Hotkey,2,"[""hotkey"", ""add hotkey""]"
209,Padding,2,"[""padding"", ""padding""]"
210,Xp Menus,4,"[""xp menus"", ""xpmenus"", ""xpmenus menuitems"", ""xpmenu positioning""]"
211,Modules Libimg,3,"[""modules libimg"", ""libimg src"", ""modules libimg src""]"
212,Dll Raptorview,11,"[""dll raptorview"", ""raptorview dll"", ""dll raptorview dll"", ""raptorwidget dll"", ""dll raptorwidget dll"", ""raptorview dll raptorview dll"", ""dll raptorview dll raptorview"", ""dll raptorhtml"", ""raptorgfxwin"", ""raptorgfxwin dll"", ""raptorgfxwin dll raptorgfxwin dll""]"
213,Save Button,2,"[""save button"", ""save link""]"
214,Editing,2,"[""editing"", ""edit""]"
215,Actual Result,2,"[""actual result"", ""shot actual result""]"
216,Optional User Interaction Param,2,"[""optional user interaction param"", ""add optional user interaction""]"
217,Commands,4,"[""commands"", ""command"", ""command"", ""command""]"
218,Customize Button,2,"[""customize button"", ""customize button does""]"
219,Rang Fail,3,"[""rang"", ""rang fail"", ""rang deserve""]"
220,Tabbing Works,6,"[""tabbing"", ""tab"", ""tabbing works"", ""tab key"", ""tab"", ""tab key""]"
221,Spent,1,"[""spent""]"
222,Arial 10 Pt,2,"[""arial"", ""arial 10 pt""]"
223,Dogfood Issue,3,"[""dogfood"", ""dogfood issue"", ""dogfood""]"
224,Allows,1,"[""allows""]"
225,Feature Nswinreg Setvalue,4,"[""nswinreg setvalue nswinreg getvalue"", ""feature nswinreg setvalue"", ""feature nswinreg setvalue nswinreg"", ""implemented nswinreg setvalue""]"
226,Bookmark Page,14,"[""bookmarks"", ""bookmark"", ""bookmark page"", ""bookmarks"", ""bookmarks"", ""bookmarks tasks"", ""bookmarks tasks reassigning"", ""bookmark provider"", ""bookmarks"", ""bookmark file"", ""provider bookmark provider"", ""bookmark provider bookmark provider"", ""implement bookmark"", ""implement bookmark provider""]"
227,Steps Type,2,"[""steps type"", ""steps type abc click""]"
228,Profile Wizard,5,"[""profile wizard"", ""profilewizard start"", ""wizard profilemanager"", ""wizard profilemanager start"", ""profile wizard profilemanager start""]"
229,Tar Gz,2,"[""tar"", ""tar gz""]"
230,Error Code,2,"[""error code"", ""error codes""]"
231,Long Running,2,"[""run"", ""long running""]"
232,Baseline Xml,3,"[""xml"", ""xml"", ""baseline xml""]"
233,Tossed,2,"[""tossed"", ""thrown""]"
234,Folder Does,2,"[""folder does"", ""links folder does""]"
235,Performance Analysis,3,"[""performance"", ""performance analysis"", ""sufficient performance analysis""]"
236,Modified,2,"[""modified"", ""modify""]"
237,Document Createprocessinginstruction,2,"[""createprocessinginstruction"", ""document createprocessinginstruction""]"
238,Slower,3,"[""slower"", ""speed"", ""speed""]"
239,Xpinstall,4,"[""xpinstall"", ""xpinstall"", ""xpinstall"", ""xpinstall""]"
240,Ylong Change Qa,1,"[""ylong change qa""]"
241,Away Pushed,2,"[""away pushed"", ""pushing""]"
242,Obtain Search,2,"[""searching"", ""obtain search""]"
243,Smartdownload Uncompression,3,"[""smartdownload"", ""smartdownload uncompression"", ""smartdownload uncompression routine prepending""]"
244,Mis Identifies,2,"[""identifies"", ""mis identifies""]"
245,Registry Related,2,"[""registry related"", ""registry""]"
246,Download,2,"[""download"", ""download""]"
247,Auto Proxy,3,"[""auto proxy"", ""auto proxy config"", ""autoproxy""]"
248,Ebx Ss 013F,3,"[""ebx ss 013f"", ""ebx ss 013f esp"", ""eflgs ebx ss 013f""]"
249,Child Selectors,2,"[""selectors"", ""child selectors""]"
250,News Team,3,"[""news team"", ""mail news team"", ""newsgroup""]"
251,Respect Style Context,1,"[""respect style context""]"
252,Marek,2,"[""marek"", ""marek""]"
253,Template,1,"[""template""]"
254,Links Machines,2,"[""links machines"", ""related links machines""]"
255,Soft Hyphen,5,"[""hyphen"", ""hyphens"", ""soft hyphen"", ""soft hyphens"", ""hyphenation""]"
256,Msg,2,"[""msg"", ""msg""]"
257,Campers Changed Qa,2,"[""campers changed qa"", ""happy campers changed qa""]"
258,Changing Qa,2,"[""changing qa"", ""accept changing qa""]"
259,Pseudo Transitions,2,"[""transitions"", ""pseudo transitions""]"
260,Remind,1,"[""remind""]"
261,Myclass,1,"[""myclass""]"
262,A11Y State,2,"[""a11y state"", ""a11y state change""]"
263,Cpp Line,3,"[""cpp line"", ""cpp line"", ""cpp""]"
264,Stamping,1,"[""stamping""]"
265,Languages,3,"[""languages"", ""lang"", ""lang""]"
266,Ieee,1,"[""ieee""]"
267,Parent Child Relationship,2,"[""parent"", ""parent child relationship""]"
268,Ask George,2,"[""george"", ""ask george""]"
269,Additional,1,"[""additional""]"
270,Start Profiling,3,"[""start profiling"", ""profiling data"", ""start profiling data""]"
271,Treatment Accepting,2,"[""treatment accepting"", ""special treatment accepting""]"
272,Stack Dump,2,"[""stack dump"", ""stacks""]"
273,Block Frame,3,"[""block frame"", ""frameset"", ""frame""]"
274,Ability,2,"[""ability"", ""ability""]"
275,Viewer Reassigning,1,"[""viewer reassigning""]"
276,Libjar,1,"[""libjar""]"
277,List Item,7,"[""list item"", ""li list"", ""li list item"", ""li list item li"", ""item li list item"", ""list item li list"", ""list""]"
278,Widgettoscreen 47,7,"[""widgettoscreen"", ""widgettoscreen 47"", ""nswindow widgettoscreen 47"", ""widgettoscreen 47 nswindow"", ""nswindow widgettoscreen 47 nswindow"", ""widgettoscreen 47 nswindow widgettoscreen"", ""47 nswindow widgettoscreen 47""]"
279,Ari,1,"[""ari""]"
280,Arrows,1,"[""arrows""]"
281,Paragraph,1,"[""paragraph""]"
282,Available Space Ins Quite,2,"[""available space ins quite"", ""space ins quite right""]"
283,Fine Reassigning,2,"[""fine reassigning"", ""accurate reassign""]"
284,List Renumbering,4,"[""renumbering"", ""list renumbering"", ""renumbering happens"", ""list renumbering happens""]"
285,Encoding,2,"[""encoding"", ""encoded""]"
286,Widgets Menus,3,"[""widgets menus"", ""toolkit widgets menus xp"", ""xp toolkit widgets menus""]"
287,Original Ext,2,"[""ext"", ""original ext""]"
288,Progid,1,"[""progid""]"
289,Option Disappears,2,"[""option disappears"", ""browser option disappears""]"
290,Etp,1,"[""etp""]"
291,Begins,2,"[""begins"", ""start""]"
292,Movewelcomeicon,1,"[""movewelcomeicon""]"
293,Urls 255,2,"[""urls 255"", ""urls 255 characters""]"
294,Report Serves,1,"[""report serves""]"
295,Scaling,3,"[""scaling"", ""scaled"", ""scale""]"
296,Evaluation,1,"[""evaluation""]"
297,Text Mail,2,"[""text mail"", ""plain text mail""]"
298,Cursor Changes,6,"[""cursor"", ""cursors"", ""cursor"", ""cursor changes"", ""change cursor"", ""selection cursor""]"
299,Engineering Groups,1,"[""engineering groups""]"
300,Needinfo,1,"[""needinfo""]"
301,95 Service Pack,3,"[""95 service pack"", ""windows 95 service"", ""windows 95 service pack""]"
302,Xul File Chrome Messenger,2,"[""xul file chrome messenger"", ""localizable xul file chrome""]"
303,Invisible,1,"[""invisible""]"
304,Garbled,1,"[""garbled""]"
305,Add Adapters,2,"[""add adapters"", ""issue add adapters""]"
306,Nsappcoresmanager Shutdown,2,"[""nsappcoresmanager"", ""nsappcoresmanager shutdown""]"
307,Runtime Working,1,"[""runtime working""]"
308,Obtain,1,"[""obtain""]"
309,Section Keys,1,"[""section keys""]"
310,Jimmy,2,"[""jimmy"", ""jimmy""]"
311,Strict,1,"[""strict""]"
312,Cpu Usage,2,"[""cpu"", ""cpu usage""]"
313,Check Cer Lang Left,1,"[""check cer lang left""]"
314,Poll,1,"[""poll""]"
315,Typing,2,"[""typing"", ""typing""]"
316,Extra Word,1,"[""extra word""]"
317,Metadata,2,"[""metadata"", ""metadata""]"
318,Donna,1,"[""donna""]"
319,Naming,1,"[""naming""]"
320,Selection Offsets,1,"[""selection offsets""]"
321,Merge Fenix Closes Fall,1,"[""merge fenix closes fall""]"
322,Rules,2,"[""rules"", ""rules""]"
323,Yields Premature,1,"[""yields premature""]"
324,Dhtml Performance,2,"[""dhtml"", ""dhtml performance""]"
325,Testcase Displays,4,"[""testcase"", ""testcase"", ""testcase displays"", ""second testcase""]"
326,Character Err,1,"[""character err""]"
327,Networking,2,"[""networking"", ""network""]"
328,Rdf Initialization,2,"[""rdf initialization"", ""initialize rdf""]"
329,Updateview Function,2,"[""updateview"", ""updateview function""]"
330,Tinderbox,1,"[""tinderbox""]"
331,08 Mtest,2,"[""mtest"", ""08 mtest""]"
332,Document Createentityreference,2,"[""createentityreference"", ""document createentityreference""]"
333,Triggering,1,"[""triggering""]"
334,Interesting Unfortunately,1,"[""interesting unfortunately""]"
335,Binary Data,2,"[""binary"", ""binary data""]"
336,M10 Task,2,"[""m10 task"", ""m10 tasks adding""]"
337,Cavalier,1,"[""cavalier""]"
338,Pagedown,1,"[""pagedown""]"
339,Link Element,2,"[""link element"", ""link elements""]"
340,Perl,1,"[""perl""]"
341,Beam,1,"[""beam""]"
342,Generated Content,1,"[""generated content""]"
343,Uudecode,1,"[""uudecode""]"
344,Controller,1,"[""controller""]"
345,Restriction,2,"[""restriction"", ""restrictions""]"
346,Spec Mac Exceptions,2,"[""spec mac exceptions"", ""installer spec mac exceptions""]"
347,Data Class Parcelable Fenix,1,"[""data class parcelable fenix""]"
348,Getbasewindowfromwindow,1,"[""getbasewindowfromwindow""]"
349,Add Number,3,"[""numbers"", ""add number"", ""numbers""]"
350,Original File,1,"[""original file""]"
351,Rtf,1,"[""rtf""]"
352,Group Headings,1,"[""group headings""]"
353,Settextproperty,1,"[""settextproperty""]"
354,Const Nsresult,2,"[""nsresult"", ""const nsresult""]"
355,Xpfe Engineer,2,"[""xpfe engineer"", ""appropriate xpfe engineer""]"
356,Key,2,"[""key"", ""keys""]"
357,Pointer,1,"[""pointer""]"
358,Windows Ver,1,"[""windows ver""]"
