cluster_id,canonical_phrase,phrase_count,phrases
33,cookie project Mac,2,"[""cookie project Mac"", ""cookie project added build""]"
34,android-em-7-0-x86_64-qr,2,"[""android-34 x86_64 AVD"", ""android-em-7-0-x86_64-qr""]"
35,mozilla build launches commercial fails,2,"[""WinNT mozilla build crash"", ""mozilla build launches commercial fails""]"
36,core dump,2,"[""core dump"", ""stack dump""]"
37,frame poisoned address,2,"[""frame poisoned address"", ""frame poisoning backport""]"
38,NimbusExperiment schema import,3,"[""NimbusExperiment schema import"", ""NimbusEnrollment schema update"", ""nimbus-shared package schema""]"
39,bookmark default title wrong,3,"[""bookmark default title wrong"", ""checkBookmark title mismatch"", ""browser_bookmark_titles.js""]"
40,CSS grid layout broken,2,"[""CSS grid layout broken"", ""Layout: Grid""]"
41,NS_ERROR_FILE_IS_LOCKED,2,"[""NS_ERROR_FILE_IS_LOCKED"", ""nsIFile.remove locked""]"
42,AsContainerLayerMLGPU common interface,2,"[""RefLayerMLGPU ContainerLayerMLGPU separation"", ""AsContainerLayerMLGPU common interface""]"
43,shadow database query lag,2,"[""shadow database query lag"", ""read-only shadow database stale""]"
44,topcrash no longer,2,"[""topcrash no longer"", ""topcrash beta shutdown""]"
45,copy to sent folder,2,"[""copy to sent folder"", ""sent folder checkbox""]"
46,run sequentially fission,2,"[""skip test fission"", ""run sequentially fission""]"
47,wgpu Global device drop,2,"[""wgpu_core device_drop"", ""wgpu Global device drop""]"
48,delete history,2,"[""delete history"", ""Delete History button spacing""]"
49,ModuleObject assertion failure,2,"[""ModuleObject assertion failure"", ""module hook assertion replaced""]"
50,channel ifdefs configure,2,"[""channel ifdefs configure"", ""ifdef guard wrong channel""]"
51,WORKSFORME,3,"[""WORKSFORME"", ""WORKSFORME"", ""resolved WORKSFORME""]"
52,Enhanced Runtime,2,"[""Enhanced Runtime"", ""hardened runtime""]"
53,webgl.out-of-process false workaround,2,"[""webgl.out-of-process false workaround"", ""WebGL out-of-process command dispatch""]"
54,131.0.3 dot release uplift,2,"[""66 dot release uplift"", ""131.0.3 dot release uplift""]"
55,autobisectjs bisection result,2,"[""autobisectjs bisection result"", ""autobisectjs bisect Windows""]"
56,QA contact reassignment,2,"[""QA owner reassignment"", ""QA contact reassignment""]"
57,Finish0RTT null crash,2,"[""Finish0RTT null crash"", ""null near-null crash""]"
58,browser fails to launch,2,"[""browser fails to launch"", ""no browser restart needed""]"
59,menu bar crash,2,"[""menu bar crash"", ""Linux toolbar crash""]"
60,Chrome vs Firefox rendering,2,"[""Chrome vs Firefox icon"", ""Chrome vs Firefox rendering""]"
61,100% CPU hang,2,"[""100% CPU hang"", ""100% CPU core freeze""]"
62,verified as fixed,3,"[""verified as fixed"", ""verified invalid"", ""verified fixed Nightly 63""]"
63,click bugzilla report crash,2,"[""click bugzilla report crash"", ""immediate crash on click""]"
64,remoteTab null frameLoader,2,"[""remoteTab null frameLoader"", ""remoteTab null frameLoader""]"
65,SVG as-image comparison,2,"[""SVG PNG preference"", ""SVG as-image comparison""]"
66,embedder always set,2,"[""embedder always set"", ""null embedder crash""]"
67,NPP_WriteReady buffer consumed,2,"[""NPP_WriteReady buffer consumed"", ""NPP_Write offset len""]"
68,Phabricator account disabled,1,"[""Phabricator account disabled""]"
69,Advanced Layers Fission incompatibility,2,"[""Advanced Layers Fission incompatibility"", ""layers.advanced.fission.enabled pref""]"
70,View Translate menu,2,"[""translate button"", ""View Translate menu""]"
71,WebCompat Reporter,2,"[""WebCompat Reporter"", ""webcompat submission""]"
72,treatment-a branch force enroll,2,"[""treatment-a branch force enroll"", ""treatment branch not applied""]"
73,399482ms application timeout,2,"[""763328ms application timeout"", ""399482ms application timeout""]"
74,nimbus config flag direct usage,2,"[""Nimbus feature flag misconfiguration"", ""nimbus config flag direct usage""]"
75,ETP not related,2,"[""ETP not related"", ""ETP OFF workaround""]"
76,Linux commercial build blocker,2,"[""commercial build Linux"", ""Linux commercial build blocker""]"
77,debug build only,3,"[""shared debug build"", ""debug-only release unaffected"", ""debug build only""]"
78,File Edit Page loads correctly,1,"[""File Edit Page loads correctly""]"
79,apprunner hang Mac,2,"[""apprunner crash"", ""apprunner hang Mac""]"
80,M9 milestone,2,"[""M9 milestone"", ""M9 milestone cookies""]"
81,attachments.ispatch orphan param,1,"[""attachments.ispatch orphan param""]"
82,AAudio deferred re-enable,2,"[""AAudio disabled by default"", ""AAudio deferred re-enable""]"
83,Profile Manager Start Mozilla,2,"[""ProfileManager launch"", ""Profile Manager Start Mozilla""]"
84,Windows 7 only reproduce,1,"[""Windows 7 only reproduce""]"
85,fuzzing debug build only,3,"[""MSan build fuzzing"", ""fuzzing debug build only"", ""gczeal debug fuzzing build""]"
86,unmaintained devtools components,2,"[""unmaintained devtools components"", ""devtools""]"
87,VTCapture rendering,1,"[""VTCapture rendering""]"
88,IPC channel counter,2,"[""counter per channel"", ""IPC channel counter""]"
89,nsStorageStream mWriteCursor,2,"[""nsStorageStream mWriteCursor"", ""nsStorageStream Seek""]"
90,status whiteboard PDT mismatch,1,"[""status whiteboard PDT mismatch""]"
91,upstream Skia fix,2,"[""upstream patch fix"", ""upstream Skia fix""]"
92,test_websocket_http2 backout failure,2,"[""HTTP2 websocket proxy crash"", ""test_websocket_http2 backout failure""]"
93,min-content overflow,2,"[""min-content overflow"", ""min-width min-content""]"
94,tag number selector invalid,2,"[""numeric tag name invalid"", ""tag number selector invalid""]"
95,dot release RDL default,1,"[""dot release RDL default""]"
96,login blocked work blocker,1,"[""login blocked work blocker""]"
97,attachment comment no wrap,2,"[""attachment comment no wrap"", ""attachment section wraps""]"
98,windows11-64-2009-asan-qr,3,"[""windows11-64-2009-asan-qr"", ""windows11-64-2009-asan-qr"", ""linux1804-64-asan-qr""]"
99,feature features key coexistence,2,"[""feature key backwards compatibility"", ""feature features key coexistence""]"
100,single-feature multi-feature schema incompatibility,2,"[""single-feature multi-feature schema incompatibility"", ""feature enabled schema rejection""]"
101,page load hang,2,"[""page load hang"", ""page load crash""]"
102,RenderCompositorSWGL framebuffer,2,"[""RenderCompositorSWGL framebuffer"", ""RenderCompositorSWGL framebuffer error""]"
103,Normandy cert hotfix,1,"[""Normandy cert hotfix""]"
104,recipe disabled low enrollment,1,"[""recipe disabled low enrollment""]"
105,COMPOSITOR_ENABLED assert violation,2,"[""COMPOSITOR_ENABLED assert violation"", ""MOZ_DIAGNOSTIC_ASSERT compositor state""]"
106,WindowGlobalParent embedder,2,"[""WindowGlobalParent embedder"", ""WindowGlobalParent subframe""]"
107,posix-nspr-emulation removed,1,"[""posix-nspr-emulation removed""]"
108,libfuzzer startup crash,1,"[""libfuzzer startup crash""]"
109,Linux only crash,3,"[""unix crash fix"", ""Linux only crash"", ""Linux no crash expected behavior""]"
110,P1/P2 bugs,2,"[""P1 bugs pending"", ""P1/P2 bugs""]"
111,JS_WITHOUT_NSPR rename,1,"[""JS_WITHOUT_NSPR rename""]"
112,dogfood keyword AIM blocker,1,"[""dogfood keyword AIM blocker""]"
113,Gecko 73 beta merge bustage,2,"[""Gecko 39 merge"", ""Gecko 73 beta merge bustage""]"
114,IPC named pipe failure,2,"[""IPC named pipe failure"", ""IPC pipe connection reset""]"
115,compose window not closing,2,"[""HTML compose window close crash"", ""compose window not closing""]"
116,TEST-UNEXPECTED-FAIL,2,"[""TEST-UNEXPECTED-FAIL"", ""TEST-UNEXPECTED-FAIL uncaught exception""]"
117,meta bug tracking,2,"[""meta bug tracking"", ""meta bug blocker""]"
118,M11 M12 milestone deferral,2,"[""M11 M12 milestone deferral"", ""M14 milestone""]"
119,win64cfi xpcshell timeout,2,"[""win64cfi xpcshell timeout"", ""xpcshell intermittent""]"
120,Aurora 53 uplift,3,"[""Aurora 53 uplift"", ""Aurora uplift permafail"", ""uplift process Aurora""]"
121,Wayland frame callback crash,2,"[""Wayland frame callback crash"", ""moz_container_wayland_frame_callback""]"
122,enable-fuzzing enable-PIE,1,"[""enable-fuzzing enable-PIE""]"
123,mouse held Alt+Tab,2,"[""Alt+Tab suppressed"", ""mouse held Alt+Tab""]"
124,ACCESS_VIOLATION_WRITE,3,"[""ACCESS_VIOLATION_READ"", ""EXCEPTION_ACCESS_VIOLATION_WRITE"", ""ACCESS_VIOLATION_WRITE""]"
125,100% user impact system clocks,1,"[""100% user impact system clocks""]"
126,software conflict,2,"[""software conflict"", ""uber software conflicts""]"
127,Open Location error dialog,1,"[""Open Location error dialog""]"
128,commercial build verified,2,"[""commercial build verified"", ""commercial build""]"
129,fields missing after edit,1,"[""fields missing after edit""]"
130,Win7 debug mochi-2 failure,1,"[""Win7 debug mochi-2 failure""]"
131,mozilla-beta only failure,2,"[""beta-only failure"", ""mozilla-beta only failure""]"
132,inactive metabug,2,"[""inactive metabug"", ""inactive bug""]"
133,LLVMFuzzer symbols hidden,1,"[""LLVMFuzzer symbols hidden""]"
134,Software WebRender Windows support,2,"[""Software WebRender Windows support"", ""Windows 7 WebRender blocker""]"
135,comm-esr60 uplift 2.57,2,"[""ESR 60.2 uplift"", ""comm-esr60 uplift 2.57""]"
136,windows10-64-2004-ccov-qr,2,"[""linux1804-64-ccov-qr"", ""windows10-64-2004-ccov-qr""]"
137,ASan SEGV __sched_cpucount,1,"[""ASan SEGV __sched_cpucount""]"
138,widget voice search default engine,1,"[""widget voice search default engine""]"
139,server side text wrapping,1,"[""server side text wrapping""]"
140,stream aborted before download complete,1,"[""stream aborted before download complete""]"
141,duplicate bug resolution,3,"[""duplicate bug resolution"", ""duplicate bug resolution"", ""duplicate bug merged""]"
142,switch back to function,1,"[""switch back to function""]"
143,25% 50% 100% ramp,1,"[""25% 50% 100% ramp""]"
144,NIGHTLY_BUILD vs EARLY_BETA_OR_EARLIER,1,"[""NIGHTLY_BUILD vs EARLY_BETA_OR_EARLIER""]"
145,cross-platform verified worksforme,2,"[""VERIFIED WORKSFORME"", ""cross-platform verified worksforme""]"
146,SandboxBroker ENOMEM,2,"[""SandboxBroker ENOMEM"", ""SandboxBroker ENOMEM""]"
147,img-widthAndHeight-slice-2 reftest,1,"[""img-widthAndHeight-slice-2 reftest""]"
148,recipe enrollment telemetry,1,"[""recipe enrollment telemetry""]"
149,checkbox hidden initialized true,1,"[""checkbox hidden initialized true""]"
150,Desktop UI Refresh,1,"[""Desktop UI Refresh""]"
151,speculative connect smart cards,1,"[""speculative connect smart cards""]"
152,ancestor transform assertion,1,"[""ancestor transform assertion""]"
153,D3D11 correctness issues,1,"[""D3D11 correctness issues""]"
154,IPC pressure indicator,2,"[""IPC pressure metrics"", ""IPC pressure indicator""]"
155,SIGABRT libpthread crash,2,"[""SIGABRT libpthread crash"", ""SIGABRT SI_TKILL corrupted stack""]"
156,inbound tree closure,1,"[""inbound tree closure""]"
157,test-info-testrun-matrix artifact,1,"[""test-info-testrun-matrix artifact""]"
158,CCacheStreamListener OnStopBinding,1,"[""CCacheStreamListener OnStopBinding""]"
159,feature disabled everyone,2,"[""feature disabled everyone"", ""feature disabled default""]"
160,severity not set,2,"[""severity not set"", ""severity not set""]"
161,JS classes Aurora Nightly,2,"[""Nightly Aurora"", ""JS classes Aurora Nightly""]"
162,TrustLoaded3rdPartyRoots reentrant,1,"[""TrustLoaded3rdPartyRoots reentrant""]"
163,Composer window URL load,1,"[""Composer window URL load""]"
164,nsGConfService removed,1,"[""nsGConfService removed""]"
165,old query invalid WONTFIX,1,"[""old query invalid WONTFIX""]"
166,temporary patch fix,1,"[""temporary patch fix""]"
167,prefers-color-scheme query,1,"[""prefers-color-scheme query""]"
168,non-BMO neutral theme,1,"[""non-BMO neutral theme""]"
169,ESR backport request,1,"[""ESR backport request""]"
170,DOM manifest mochitests permafail,1,"[""DOM manifest mochitests permafail""]"
171,refactor JS classes,1,"[""refactor JS classes""]"
172,Telemetry.cpp aarch64 Windows bustage,1,"[""Telemetry.cpp aarch64 Windows bustage""]"
173,ChangeCertTrustWithPossibleAuthentication,1,"[""ChangeCertTrustWithPossibleAuthentication""]"
174,prinit.h XP_WIN include,1,"[""prinit.h XP_WIN include""]"
175,WebRenderScrollData capture,1,"[""WebRenderScrollData capture""]"
176,test_index_compaction failure,1,"[""test_index_compaction failure""]"
177,Win32 build,3,"[""Win32 build"", ""Windows builds"", ""Win32 build""]"
178,nsChromeRegistry.cpp HP build failure,1,"[""nsChromeRegistry.cpp HP build failure""]"
179,graphite2 1.3.8 update,1,"[""graphite2 1.3.8 update""]"
180,proxy API java download workaround,1,"[""proxy API java download workaround""]"
181,9-argument drawImage distorted,1,"[""9-argument drawImage distorted""]"
182,basic compositor D3D11 percentage,1,"[""basic compositor D3D11 percentage""]"
183,5-argument 3-argument ok,1,"[""5-argument 3-argument ok""]"
184,9022ms test timeout,5,"[""test_bug458037 timeout"", ""4 test timeouts giving up"", ""180102ms test timeout"", ""300003ms test timeout"", ""9022ms test timeout""]"
185,crash reporter no report,1,"[""crash reporter no report""]"
186,UTF-16 filename RNP rejection,2,"[""RNP file API UTF-8 failure"", ""UTF-16 filename RNP rejection""]"
187,drag preview missing,2,"[""drag preview missing"", ""first drag no preview""]"
188,Top100 webcompat testing,2,"[""Top100 webcompat testing"", ""Top100 webcompat test""]"
189,32-bit Windows content crash,2,"[""32-bit Windows content crash"", ""Windows 7 64-bit crash""]"
190,child dialog still active,2,"[""dialog parenting bug"", ""child dialog still active""]"
191,blocker severity escalation,1,"[""blocker severity escalation""]"
192,finite clip assertion,1,"[""finite clip assertion""]"
193,database inconsistency repair,1,"[""database inconsistency repair""]"
194,contain-intrinsic-size,1,"[""contain-intrinsic-size""]"
195,4.0 plugin stream handling,1,"[""4.0 plugin stream handling""]"
196,ongoing navigate aborted,2,"[""navigate event abort"", ""ongoing navigate aborted""]"
197,Minefield 3.0a1,2,"[""Minefield 3.0a1"", ""Minefield 3.7a5pre""]"
198,nsSocketTransport OnFound,2,"[""nsSocketTransport OnFound"", ""nsSocketTransportService""]"
199,duplicate f-param Advanced Search,1,"[""duplicate f-param Advanced Search""]"
200,inactive bug closure,2,"[""mass-closing inactive bugs"", ""inactive bug closure""]"
201,compose window To field,1,"[""compose window To field""]"
202,dark mode night mode,2,"[""dark mode color change"", ""dark mode night mode""]"
203,additional property ignored,1,"[""additional property ignored""]"
204,post-1.3.7 regression,1,"[""post-1.3.7 regression""]"
205,OptimizeMIR Ion.cpp,1,"[""OptimizeMIR Ion.cpp""]"
206,QA contact incorrect in list,1,"[""QA contact incorrect in list""]"
207,mozregression duplicate fixed,1,"[""mozregression duplicate fixed""]"
208,ASAN browser-chrome OOM,1,"[""ASAN browser-chrome OOM""]"
209,devtools test window leak,1,"[""devtools test window leak""]"
210,overlays.rdf resource chrome,1,"[""overlays.rdf resource chrome""]"
211,location.href navigate,2,"[""location.href crash"", ""location.href navigate""]"
212,jit-test,1,"[""jit-test""]"
213,WebRender SW-WR fallback,2,"[""WebRender SW-WR fallback"", ""WebRender SW-WR fallback""]"
214,R_X86_64_GLOB_DAT unresolved,1,"[""R_X86_64_GLOB_DAT unresolved""]"
215,pinned tabs race condition,1,"[""pinned tabs race condition""]"
216,rubber stamp,1,"[""rubber stamp""]"
217,force quit required,1,"[""force quit required""]"
218,MResumePoint releaseUses,1,"[""MResumePoint releaseUses""]"
219,Custom Search UI migration,1,"[""Custom Search UI migration""]"
220,new cert same key pushed,1,"[""new cert same key pushed""]"
221,enable SingleSignon prompt,1,"[""enable SingleSignon prompt""]"
222,pldhash overload regression,1,"[""pldhash overload regression""]"
223,VR180 360 video black blinking,1,"[""VR180 360 video black blinking""]"
224,view transition ancestor clip,1,"[""view transition ancestor clip""]"
225,Android Review Checker Smoke Test,1,"[""Android Review Checker Smoke Test""]"
226,column span overlap,1,"[""column span overlap""]"
227,WalletPreview wallet.cpp fix,1,"[""WalletPreview wallet.cpp fix""]"
228,ical.js upstream fix,1,"[""ical.js upstream fix""]"
229,BrowserAwesomeBar composable refactor,1,"[""BrowserAwesomeBar composable refactor""]"
230,fission.autostart reddit crash,1,"[""fission.autostart reddit crash""]"
231,nsIStreamAsFile protocol hookup,1,"[""nsIStreamAsFile protocol hookup""]"
232,Photon style guide,1,"[""Photon style guide""]"
233,content process crashed shutdown,2,"[""content process crashed shutdown"", ""content process crashed shutdown""]"
234,Normandy recipe,1,"[""Normandy recipe""]"
235,edit-save-edit broken,1,"[""edit-save-edit broken""]"
236,captcha blocked ETP,2,"[""captcha blocked ETP"", ""Standard ETP captcha""]"
237,extension left running,2,"[""extension left running"", ""extension left running""]"
238,linux1804-32-qr opt,2,"[""linux1804-32-qr opt"", ""linux1804-64-tsan-qr""]"
239,data conversion failed,1,"[""data conversion failed""]"
240,MacOS launch crash,1,"[""MacOS launch crash""]"
241,return code -15 signal 15,2,"[""return code -15 signal 15"", ""return code -15 signal 15""]"
242,nsCollationUnix Initialize mLocale,1,"[""nsCollationUnix Initialize mLocale""]"
243,android-hw-p5-13-0-aarch64,2,"[""android-hw-p5-13-0-aarch64"", ""android-hw-p5-13-0-aarch64""]"
244,Bugzilla 6 blocker,1,"[""Bugzilla 6 blocker""]"
245,800 DOMWindow shutdown threshold,1,"[""800 DOMWindow shutdown threshold""]"
246,nsCOMPtr nsIRDFDataSource,1,"[""nsCOMPtr nsIRDFDataSource""]"
247,PIE GOT null pointer,1,"[""PIE GOT null pointer""]"
248,display-list.retain,1,"[""display-list.retain""]"
249,aurora beta backport,1,"[""aurora beta backport""]"
250,BFD lld gold diverge,1,"[""BFD lld gold diverge""]"
251,regression 1852414,1,"[""regression 1852414""]"
252,regressor backout fix,1,"[""regressor backout fix""]"
253,NSPR removed js shell Windows,1,"[""NSPR removed js shell Windows""]"
254,ARM CPU MP3 crash,2,"[""ARM CPU MP3 crash"", ""MP3 streaming crash""]"
255,WinUtils WaitForMessage,1,"[""WinUtils WaitForMessage""]"
256,regexp metacharacter mysql evaluation,1,"[""regexp metacharacter mysql evaluation""]"
257,debug-only assertion no user impact,2,"[""debug-only assertion no user impact"", ""debug-only assertion backout""]"
258,JS classes reserved identifier,1,"[""JS classes reserved identifier""]"
259,vm/Time.cpp unused header,1,"[""vm/Time.cpp unused header""]"
260,long description overflow,1,"[""long description overflow""]"
261,nsCAutoString overlayFile,1,"[""nsCAutoString overlayFile""]"
262,reassigned bug stale query,1,"[""reassigned bug stale query""]"
263,private window sidebar flash,2,"[""sidebar flash new window"", ""private window sidebar flash""]"
264,31 failures high priority,2,"[""30 failures high priority"", ""31 failures high priority""]"
265,Shockwave movie playback failure,1,"[""Shockwave movie playback failure""]"
266,UntrustedModules.h missing beta build,1,"[""UntrustedModules.h missing beta build""]"
267,not regular expression query,1,"[""not regular expression query""]"
268,OJI plug-in applet blocked,1,"[""OJI plug-in applet blocked""]"
269,swappable carets drag,2,"[""test_drag_swappable_carets_input"", ""swappable carets drag""]"
270,all add-ons disabled,1,"[""all add-ons disabled""]"
271,different implementation Gecko 39,1,"[""different implementation Gecko 39""]"
272,apzEnabled bits nerfed,1,"[""apzEnabled bits nerfed""]"
273,EARLY_BETA_OR_EARLIER,2,"[""EARLY_BETA_OR_EARLIER"", ""EARLY_BETA_OR_EARLIER rollout""]"
274,no product using yet,1,"[""no product using yet""]"
275,cycle collector CC graph OOM,1,"[""cycle collector CC graph OOM""]"
276,post-Sandstone theme,1,"[""post-Sandstone theme""]"
277,touchpad autoscroll repro,1,"[""touchpad autoscroll repro""]"
278,openPopup incognito window,1,"[""openPopup incognito window""]"
279,subframe parent check,1,"[""subframe parent check""]"
280,video aspect ratio canvas,1,"[""video aspect ratio canvas""]"
281,max difference 3,1,"[""max difference 3""]"
282,wallet info pre-fill,1,"[""wallet info pre-fill""]"
283,cloned experiment Stage environment,2,"[""cloned experiment Stage environment"", ""Prod Stage clone interaction""]"
284,gold linker bug,1,"[""gold linker bug""]"
285,RRULE BYSETPOS infinite loop,1,"[""RRULE BYSETPOS infinite loop""]"
286,non-reproducible access violation,1,"[""non-reproducible access violation""]"
287,social FrameWorker hidden window,1,"[""social FrameWorker hidden window""]"
288,cut paste partial fix,1,"[""cut paste partial fix""]"
289,OnFileAvailable never called,1,"[""OnFileAvailable never called""]"
290,test_Range windows leak,1,"[""test_Range windows leak""]"
291,xpinstall.signatures.required,1,"[""xpinstall.signatures.required""]"
292,windows11-64-2009-qr debug,4,"[""windows11-64-2009-qr debug"", ""windows11-64-2009-qr debug"", ""linux1804-64-qr debug"", ""linux1804-64-qr debug""]"
293,verified fixed Win Linux,1,"[""verified fixed Win Linux""]"
294,GetUntrustedModuleLoadEvents namespace error,1,"[""GetUntrustedModuleLoadEvents namespace error""]"
295,media.wmf.vp9.enabled workaround,1,"[""media.wmf.vp9.enabled workaround""]"
296,Nextcloud CalDAV auto-sync freeze,1,"[""Nextcloud CalDAV auto-sync freeze""]"
297,buglist incorrect query results,1,"[""buglist incorrect query results""]"
298,beta1 keyword PDT nomination,1,"[""beta1 keyword PDT nomination""]"
299,testinfo skipfails logic divergence,1,"[""testinfo skipfails logic divergence""]"
300,M14 Linux commercial build,1,"[""M14 Linux commercial build""]"
301,Canvas2D video draw,1,"[""Canvas2D video draw""]"
302,PresShell::RenderNode,1,"[""PresShell::RenderNode""]"
303,sXPCOMShutdownClient null dereference,1,"[""sXPCOMShutdownClient null dereference""]"
304,comm-central cleanup,1,"[""comm-central cleanup""]"
305,VALARM TRIGGER PT0S,1,"[""VALARM TRIGGER PT0S""]"
306,PW autofill discoverability,1,"[""PW autofill discoverability""]"
307,NtWaitForMultipleObjects,1,"[""NtWaitForMultipleObjects""]"
308,resource:// URI schema exposure,1,"[""resource:// URI schema exposure""]"
309,flagtypes approval-comm-beta query,1,"[""flagtypes approval-comm-beta query""]"
310,ESR branch update,1,"[""ESR branch update""]"
311,storage thread shutdown leak,1,"[""storage thread shutdown leak""]"
312,mDataSourceTable Get Put,1,"[""mDataSourceTable Get Put""]"
313,Enter key new addressee,1,"[""Enter key new addressee""]"
314,off-thread module parse error,1,"[""off-thread module parse error""]"
315,animated image no issue,1,"[""animated image no issue""]"
316,nimbus-cli force enrollment,1,"[""nimbus-cli force enrollment""]"
317,ZwQueryAttributesFile detour hook,1,"[""ZwQueryAttributesFile detour hook""]"
318,session history null pointer,1,"[""session history null pointer""]"
319,long-press select all copy,1,"[""long-press select all copy""]"
320,experimental messages correct order,1,"[""experimental messages correct order""]"
321,NoneType isatty,1,"[""NoneType isatty""]"
322,GeckoView 85 backout,1,"[""GeckoView 85 backout""]"
323,COMPOSITOR_PAUSED_FLICKERING state,2,"[""COMPOSITOR_PAUSED_FLICKERING state"", ""flickering suppression compositor""]"
324,UAT confirmed,1,"[""UAT confirmed""]"
325,intermittent one-day regression,1,"[""intermittent one-day regression""]"
326,NullWriter to None,1,"[""NullWriter to None""]"
327,username password login,1,"[""username password login""]"
328,treatment control experience verified,1,"[""treatment control experience verified""]"
329,merged Jedi Master,1,"[""merged Jedi Master""]"
330,nsPluginStreamType_AsFileOnly blocked,1,"[""nsPluginStreamType_AsFileOnly blocked""]"
331,ensureDelazifyScriptsForDebugger,1,"[""ensureDelazifyScriptsForDebugger""]"
332,nsIFile move rename Mac corruption,1,"[""nsIFile move rename Mac corruption""]"
333,mail.smtpserver hostname pref,1,"[""mail.smtpserver hostname pref""]"
334,PyInstaller regression,1,"[""PyInstaller regression""]"
335,browser_ext_messages_open_attachment,1,"[""browser_ext_messages_open_attachment""]"
336,readPixels y parameter reproduction,1,"[""readPixels y parameter reproduction""]"
337,operator & expects lvalue operand,1,"[""operator & expects lvalue operand""]"
338,for-of generators,1,"[""for-of generators""]"
339,LICM MObjectStaticProto hoisting,1,"[""LICM MObjectStaticProto hoisting""]"
340,video pulsing rubber banding,1,"[""video pulsing rubber banding""]"
341,possible crash user impact,1,"[""possible crash user impact""]"
342,loop with restarts FAIL,1,"[""loop with restarts FAIL""]"
343,ComputeIntermediateSurfaceBounds crash,1,"[""ComputeIntermediateSurfaceBounds crash""]"
344,orphan child processes zombiecheck,1,"[""orphan child processes zombiecheck""]"
345,m-i closed backout,1,"[""m-i closed backout""]"
346,carpool build regression,1,"[""carpool build regression""]"
347,console output stops at charset,1,"[""console output stops at charset""]"
348,pref default-off,1,"[""pref default-off""]"
