cluster_id,canonical_phrase,phrase_count,phrases
21,ftp hobbes,2,"[""ftp hobbes"", ""ftp hobbes nmsu edu""]"
22,text widget,2,"[""text widget"", ""textbox""]"
23,width,6,"[""width"", ""width"", ""widths"", ""length"", ""width"", ""width""]"
24,css,9,"[""css1"", ""css1 keyword"", ""html css"", ""quirk css"", ""quirks css"", ""html style"", ""css"", ""css3"", ""css2""]"
25,nsinstalldelete nsinstallexecute nsinstallfile nsinstallfileopitem,7,"[""nsinstallprogressdialog"", ""nsinstallexecute nsinstallfile nsinstallfileopitem"", ""nsinstalldelete"", ""nsinstalldelete nsinstallexecute"", ""nsinstalldelete nsinstallexecute nsinstallfile"", ""nsinstalldelete nsinstallexecute nsinstallfile nsinstallfileopitem"", ""nsinstallfile nsinstallfileopitem nsinstallpatch nsinstalluninstall""]"
26,profile,2,"[""profileselect"", ""profile""]"
27,illegible pixel height,4,"[""pixel height"", ""illegible pixel"", ""illegible pixel height"", ""pixels""]"
28,dirty,2,"[""dirty"", ""dirty rects""]"
29,declaration,5,"[""declarations"", ""declaration"", ""declaration syntax allows"", ""native declaration"", ""native declaration syntax""]"
30,currentuser,3,"[""current user"", ""currentuser"", ""an8bitscript currentuser""]"
31,does open,2,"[""does open"", ""open location""]"
32,dynamic content,3,"[""dynamic"", ""dynamic content"", ""dynamic content instead""]"
33,user modify read write,4,"[""style user modify read"", ""read write"", ""modify read write"", ""user modify read write""]"
34,mouse,3,"[""onmousemove"", ""mouse"", ""mouse button""]"
35,nsiresult,2,"[""nsiresult"", ""nscrt""]"
36,inherit properties,2,"[""inherit properties"", ""properties""]"
37,10px,4,"[""10px"", ""2px"", ""10mpx"", ""55px""]"
38,tasks,4,"[""tasks adding"", ""task"", ""tasks"", ""tasks reassigning""]"
39,type box,2,"[""type box"", ""type field""]"
40,inline block,7,"[""inline block"", ""display inline block"", ""inline box"", ""implement inline block"", ""inline style"", ""inline elements"", ""inline box""]"
41,complex javascript weather image,3,"[""weather image"", ""complex javascript weather"", ""complex javascript weather image""]"
42,native foo,3,"[""native foo"", ""ref native foo"", ""foo""]"
43,dll ender dll,8,"[""dll"", ""ender dll"", ""dll ender"", ""dll ender dll"", ""ender dll ender dll"", ""dll"", ""dll"", ""dll kernel32 dll""]"
44,h2 jpg,3,"[""jpg"", ""h1 jpg"", ""h2 jpg""]"
45,gifcom gif,4,"[""gifcom"", ""gifcom gif"", ""libimg gifcom gif cpp"", ""modules libimg gifcom gif""]"
46,ini file,5,"[""ini file"", ""ini file editor"", ""ini"", ""ini section"", ""config ini section""]"
47,font metrics,2,"[""metrics"", ""font metrics""]"
48,filenames,4,"[""files"", ""filename"", ""filenames"", ""file naming""]"
49,vertical align baseline,3,"[""baseline"", ""vertical align baseline"", ""vertical""]"
50,modifing,2,"[""modifier"", ""modifing""]"
51,caret,3,"[""caret"", ""caret"", ""caret painting""]"
52,single click item,4,"[""click menu item"", ""single click"", ""click item"", ""single click item""]"
53,launch time,2,"[""launch time"", ""start time""]"
54,context extension,3,"[""add context"", ""context extension"", ""application context""]"
55,height,5,"[""set correct height"", ""height"", ""minimum height"", ""height"", ""height width height""]"
56,page content,3,"[""page source"", ""page content"", ""containing page""]"
57,requestor getinterface components,3,"[""queryinterface components interfaces"", ""getinterface"", ""requestor getinterface components""]"
58,editor,8,"[""editor"", ""file editor"", ""editor enhancement"", ""editor enhancement request"", ""editor enhancement request ability"", ""text editor"", ""editor"", ""editor""]"
59,platform,5,"[""platform sensitive"", ""platform sensitive change"", ""platforms"", ""platform integration"", ""platform""]"
60,dom,3,"[""dom"", ""dom"", ""dom changes""]"
61,div,3,"[""div"", ""td div"", ""div""]"
62,italic text,5,"[""italic"", ""italic text"", ""italicized text"", ""italic correction"", ""pt bold italic""]"
63,compatibility mode,2,"[""compatibility mode"", ""compatibility""]"
64,windows 98,2,"[""windows 98"", ""win95 00 950""]"
65,usr,2,"[""usr"", ""usr bin""]"
66,mass moving,4,"[""mass changing"", ""mass moving"", ""mass reassign"", ""mass moving""]"
67,scroll,18,"[""scrollable area"", ""scroll"", ""scrollbar"", ""scrollbar appears"", ""vertical scroll"", ""scroll arrow"", ""vertical scroll bar"", ""vertical scroll arrow"", ""scroll arrows"", ""scroll bar"", ""horizontal scroll"", ""horizontal scroll bar"", ""scroll"", ""scrollbar"", ""scroll"", ""scrollable"", ""scrolling"", ""scroll""]"
68,installer,6,"[""install"", ""install"", ""installer"", ""installer screen"", ""installation"", ""installer""]"
69,text decoration,2,"[""text decoration"", ""decoration""]"
70,tostring,2,"[""tostring"", ""nsstring""]"
71,code ns precondition nsnull,3,"[""code ns precondition nsnull"", ""offending code ns precondition"", ""precondition nsnull aview""]"
72,browser,3,"[""firefox"", ""browser"", ""chrome""]"
73,exit,5,"[""exit"", ""exit"", ""exit menu"", ""exit"", ""exits""]"
74,folder,5,"[""folder"", ""getfolder"", ""getfolder"", ""folder"", ""folder""]"
75,implemented,2,"[""implemented"", ""feature implement""]"
76,xpidl,3,"[""xpi"", ""xpidl"", ""xpidl""]"
77,block,5,"[""block level"", ""blocker"", ""block code"", ""block"", ""block""]"
78,interfaces,3,"[""interfaces"", ""interface names"", ""components interfaces""]"
79,iso,2,"[""iso"", ""iso jp""]"
80,image map,4,"[""bitmap"", ""image map"", ""image maps"", ""imagemap""]"
81,charset,5,"[""charset"", ""charset"", ""character set"", ""mail charset"", ""char""]"
82,background,6,"[""white background"", ""foreground"", ""background"", ""background color"", ""foreground background"", ""background""]"
83,cloned,3,"[""copied"", ""clone"", ""cloned""]"
84,autoconfig rick,4,"[""autoconfig"", ""autoconfig rick"", ""1w autoconfig rick 1w"", ""rick 1w autoconfig rick""]"
85,window open,4,"[""window does open"", ""application window"", ""window launches"", ""window open""]"
86,predefined,2,"[""prerendered"", ""predefined""]"
87,bar disappearance,2,"[""bar"", ""bar disappearance""]"
88,example reg expand,3,"[""reg expand"", ""example reg"", ""example reg expand""]"
89,16 win32,2,"[""win32 nt4"", ""16 win32""]"
90,19mdk i586,3,"[""19mdk"", ""19mdk i586"", ""19mdk i586 entered""]"
91,exits file exit causing,3,"[""exits file"", ""file exit causing memory"", ""exits file exit causing""]"
92,sensitive change,2,"[""sensitive"", ""sensitive change""]"
93,components issue add ui,4,"[""components issue"", ""issue add ui components"", ""components issue add ui"", ""components issue""]"
94,navigator window,3,"[""navigator window"", ""navigator"", ""navigator window""]"
95,remove touch delegate,3,"[""touch delegate"", ""remove touch"", ""remove touch delegate""]"
96,m13 win 08 m13,10,"[""m13"", ""08 m13"", ""win 08 m13 mac"", ""m13 win 08 m13"", ""09 m13 win"", ""m13 mac 08 m13"", ""08 m13 mac 08"", ""09 m13 win 08"", ""minor m11"", ""m11""]"
97,nsfilespec,3,"[""nsfilespec"", ""nsfilespec"", ""nsregisterself""]"
98,plevent,2,"[""plevent"", ""plevent line""]"
99,alt,7,"[""alt text"", ""alt"", ""alt title"", ""altifier"", ""set alt"", ""alt"", ""alt text""]"
100,nswidget,3,"[""nswidget"", ""nswidget"", ""nswinreg""]"
101,related links folder,3,"[""related links"", ""related links folder"", ""related links folder does""]"
102,interaction param,3,"[""interaction param"", ""user interaction param"", ""interaction""]"
103,display compact,2,"[""compact"", ""display compact""]"
104,cck mcd bij browser,2,"[""bij browser"", ""cck mcd bij browser""]"
105,mac specific features,2,"[""specific features"", ""mac specific features""]"
106,opportunity,2,"[""opportunity"", ""break opportunity""]"
107,cde,2,"[""cdata"", ""cde""]"
108,animation,3,"[""animation"", ""animations"", ""archives animating""]"
109,close,2,"[""lets close"", ""close""]"
110,save,4,"[""saved"", ""previously saved"", ""save"", ""save""]"
111,byte,2,"[""bit characters"", ""byte""]"
112,icons,3,"[""icon changes"", ""icon"", ""icons""]"
113,dialog boxes,7,"[""dialog"", ""dialog machines"", ""dialog"", ""dialog boxes"", ""pretty dialog boxes"", ""boxes appear pretty dialog"", ""appear pretty dialog boxes""]"
114,buttons,4,"[""button does"", ""button"", ""buttons"", ""right buttons""]"
115,apprunner,7,"[""apprunner crashes"", ""inside apprunner"", ""latest apprunner"", ""apprunner"", ""macos86 apprunner"", ""linux6 apprunner"", ""apprunner optimized""]"
116,server,5,"[""server"", ""server"", ""related server"", ""server"", ""servers""]"
117,custom fields,4,"[""fields"", ""form fields"", ""custom field"", ""custom fields""]"
118,rdf flash xul res,5,"[""res rdf"", ""rdf flash xul res"", ""dtds res rdf"", ""dtds res rdf flash"", ""flash xul res rdf""]"
119,defects,2,"[""defect"", ""defects""]"
120,applies,2,"[""applies"", ""applies equally""]"
121,gnksa,2,"[""gnksa"", ""gnska""]"
122,focus,3,"[""focus issues"", ""focus"", ""focus""]"
123,white text,3,"[""white text"", ""white text does"", ""white text selected""]"
124,event handlers,2,"[""event handlers"", ""handler""]"
125,floaters,2,"[""floater"", ""floaters""]"
126,compose window begin,4,"[""compose window"", ""compose window launches"", ""rh compose window launches"", ""compose window begin""]"
127,depending verbage,2,"[""verbage"", ""depending verbage""]"
128,spec,2,"[""spec"", ""01 spec""]"
129,change appcores,3,"[""appcores"", ""change appcores"", ""converting appcores""]"
130,sched xptoolkit m10,7,"[""xptoolkit m10"", ""xptoolkit m10 feature"", ""xptoolkit m10 feature development"", ""sched xptoolkit"", ""sched xptoolkit m10"", ""sched xptoolkit m10 feature"", ""xptoolkit m10 task""]"
131,feature arch,3,"[""arch"", ""feature arch"", ""feature arch implement""]"
132,outline,8,"[""outline"", ""outline property"", ""outline styles"", ""css2 outline property"", ""outline"", ""outline property"", ""css2 outline"", ""outlines""]"
133,font size,9,"[""text size"", ""font size"", ""font"", ""font"", ""gigantic font"", ""font size"", ""font"", ""font size"", ""font sizes message""]"
134,trying document,3,"[""document"", ""trying document"", ""incorrect document""]"
135,screen shot actual,4,"[""post screenshot"", ""screen shot"", ""screen shot actual"", ""screen shot actual result""]"
136,table,6,"[""tables"", ""table"", ""table code"", ""contain table"", ""table text"", ""table""]"
137,quirk,2,"[""quirk"", ""quirks mode""]"
138,file operation,2,"[""file operation"", ""file io""]"
139,ntlm auth,3,"[""ntlm"", ""ntlm authentication"", ""ntlm auth""]"
140,nsframeimageloader,2,"[""nsobjectframe"", ""nsframeimageloader""]"
141,converted,2,"[""converter"", ""converted""]"
142,exit causing memory leaks,2,"[""causing memory leaks"", ""exit causing memory leaks""]"
143,cck mcd,2,"[""cck"", ""cck mcd""]"
144,dates,2,"[""dates"", ""datetime""]"
145,application copy paste,2,"[""application copy"", ""application copy paste""]"
146,heights corrupted vertical scroll,2,"[""heights corrupted vertical scroll"", ""corrupted vertical scroll bar""]"
147,ftp directory,4,"[""ftp"", ""ftp directory"", ""ftp download"", ""ftp directory listing""]"
148,visual indication,2,"[""indication"", ""visual indication""]"
149,identical,1,"[""identical""]"
150,round dots,5,"[""dots"", ""round dots"", ""square dots"", ""dot"", ""round dots instead""]"
151,profile manager selectprofile,3,"[""selectprofile"", ""profile manager selectprofile"", ""profile manager selectprofile start""]"
152,jpg border br img,7,"[""jpg border"", ""border br img"", ""jpg border br"", ""h2 jpg border"", ""src h2 jpg border"", ""border br img src"", ""jpg border br img""]"
153,reading file reading file,4,"[""reading file"", ""reading file reading"", ""file reading file"", ""reading file reading file""]"
154,entered indicating,2,"[""entered indicating"", ""entered""]"
155,96 mb ram,7,"[""96 mb"", ""96 mb ram"", ""p2 96 mb ram"", ""96 mb"", ""96 mb ram"", ""96 mb"", ""96 mb ram""]"
156,view source,2,"[""view"", ""view source""]"
157,news ticker applet,2,"[""news ticker"", ""news ticker applet""]"
158,unlock,2,"[""unlock"", ""unlocked""]"
159,requirements,2,"[""requirement"", ""requirements""]"
160,form controls,2,"[""form controls"", ""form control""]"
161,customize window,3,"[""customize window"", ""customize window does open"", ""longer problem customize window""]"
162,moment,2,"[""moment reassigning"", ""moment""]"
163,default size,2,"[""default size"", ""window set default size""]"
164,pp customize button,2,"[""pp customize"", ""pp customize button""]"
165,loader,2,"[""loading"", ""loader""]"
166,mailto link,7,"[""mailto"", ""mailto url"", ""mailto"", ""mailto link"", ""mailto urls"", ""mailto link handling"", ""mailto link handling hasn""]"
167,setting bold,6,"[""set bold"", ""bold text"", ""set bold text"", ""bold"", ""setting bold"", ""setting bold won""]"
168,children,4,"[""children"", ""kids"", ""children"", ""child""]"
169,contains area elements,3,"[""area elements"", ""contains area"", ""contains area elements""]"
170,message,2,"[""messages"", ""message""]"
171,imap,2,"[""imap"", ""imap code""]"
172,refresh,3,"[""refresh"", ""restart"", ""refresh""]"
173,textual information,1,"[""textual information""]"
174,domain guessing,2,"[""domain"", ""domain guessing""]"
175,foo jscontext,2,"[""foo jscontext"", ""native foo jscontext""]"
176,compareversion string,5,"[""compareversion"", ""compareversion string"", ""compareversion string smrtupdt txt"", ""package compareversion string smrtupdt"", ""22 package compareversion string""]"
177,attributes,3,"[""attribute changes"", ""attributes"", ""attributes""]"
178,general useragent,3,"[""useragent"", ""general useragent"", ""general useragent vendorcomment""]"
179,win 95,2,"[""win 95"", ""95 98""]"
180,install exe does,4,"[""install exe"", ""exe does"", ""install exe does"", ""exe help""]"
181,plds3 dll plds3 dll,4,"[""dll plds3 dll"", ""plds3 dll plds3"", ""dll plds3 dll plds3"", ""plds3 dll plds3 dll""]"
182,ignorable,2,"[""ignorable"", ""skipping ignorable""]"
183,list block list numbering,3,"[""list block list"", ""block list numbering code"", ""list block list numbering""]"
184,list length,2,"[""list length"", ""list length""]"
185,installer spec,2,"[""installer spec"", ""installer spec mac""]"
186,prunichar,2,"[""prunichar"", ""return prunichar""]"
187,http link,2,"[""http link"", ""url""]"
188,mailnews mime emitters src,3,"[""mime emitters src"", ""mailnews mime emitters"", ""mailnews mime emitters src""]"
189,entities,2,"[""entities"", ""named entities""]"
190,windows save file saving,3,"[""save file saving file"", ""windows save file saving"", ""native windows save file""]"
191,msvcrt,2,"[""msvcrt"", ""msvcrt dll""]"
192,dependencies,4,"[""dependency tree"", ""dependencies"", ""dependency"", ""dependencies""]"
193,progress meter,2,"[""progress meter"", ""progress bar""]"
194,unicode,3,"[""utf"", ""unicode"", ""unicode""]"
195,notepad,2,"[""wordpad"", ""notepad""]"
196,short heights corrupted,2,"[""short heights corrupted"", ""short heights corrupted vertical""]"
197,module base,2,"[""module base"", ""const module base""]"
198,hash table,2,"[""hash table"", ""preference hash table""]"
199,enhancements,4,"[""enhancements"", ""enhancement requests"", ""enhancement request"", ""enhancements""]"
200,dogfood mouse wheel scrolling,2,"[""dogfood mouse"", ""dogfood mouse wheel scrolling""]"
201,copy paste,5,"[""paste"", ""copy paste"", ""cut copy paste"", ""pasted"", ""copy paste""]"
202,ds nsstring2 cpp line,5,"[""xpcom ds nsstring2"", ""nsstring2 cpp"", ""nsstring2 cpp line"", ""ds nsstring2 cpp line"", ""xpcom ds nsstring2 cpp""]"
203,proxy,10,"[""proxy"", ""proxies"", ""enable proxy"", ""proxy support"", ""proxy issues"", ""proxy"", ""proxy server"", ""proxies"", ""proxy servers"", ""change proxies""]"
204,img,3,"[""img"", ""img element"", ""img""]"
205,drag,4,"[""mouse drag"", ""drag"", ""drag"", ""dragging""]"
206,ignorable whitespace,2,"[""ignorable whitespace"", ""skipping ignorable whitespace""]"
207,netwerk,2,"[""netwerk"", ""netwerk protocol""]"
208,add hotkey,2,"[""hotkey"", ""add hotkey""]"
209,padding,2,"[""padding"", ""padding""]"
210,xpmenus menuitems,4,"[""xp menus"", ""xpmenus"", ""xpmenus menuitems"", ""xpmenu positioning""]"
211,modules libimg src,3,"[""modules libimg"", ""libimg src"", ""modules libimg src""]"
212,dll raptorview dll,11,"[""dll raptorview"", ""raptorview dll"", ""dll raptorview dll"", ""raptorwidget dll"", ""dll raptorwidget dll"", ""raptorview dll raptorview dll"", ""dll raptorview dll raptorview"", ""dll raptorhtml"", ""raptorgfxwin"", ""raptorgfxwin dll"", ""raptorgfxwin dll raptorgfxwin dll""]"
213,save button,2,"[""save button"", ""save link""]"
214,edit,2,"[""editing"", ""edit""]"
215,shot actual result,2,"[""actual result"", ""shot actual result""]"
216,add optional user interaction,2,"[""optional user interaction param"", ""add optional user interaction""]"
217,command,4,"[""commands"", ""command"", ""command"", ""command""]"
218,customize button,2,"[""customize button"", ""customize button does""]"
219,rang,3,"[""rang"", ""rang fail"", ""rang deserve""]"
220,tab,6,"[""tabbing"", ""tab"", ""tabbing works"", ""tab key"", ""tab"", ""tab key""]"
221,spent,1,"[""spent""]"
222,arial,2,"[""arial"", ""arial 10 pt""]"
223,dogfood,3,"[""dogfood"", ""dogfood issue"", ""dogfood""]"
224,allows,1,"[""allows""]"
225,feature nswinreg setvalue nswinreg,4,"[""nswinreg setvalue nswinreg getvalue"", ""feature nswinreg setvalue"", ""feature nswinreg setvalue nswinreg"", ""implemented nswinreg setvalue""]"
226,bookmarks,14,"[""bookmarks"", ""bookmark"", ""bookmark page"", ""bookmarks"", ""bookmarks"", ""bookmarks tasks"", ""bookmarks tasks reassigning"", ""bookmark provider"", ""bookmarks"", ""bookmark file"", ""provider bookmark provider"", ""bookmark provider bookmark provider"", ""implement bookmark"", ""implement bookmark provider""]"
227,steps type abc click,2,"[""steps type"", ""steps type abc click""]"
228,wizard profilemanager start,5,"[""profile wizard"", ""profilewizard start"", ""wizard profilemanager"", ""wizard profilemanager start"", ""profile wizard profilemanager start""]"
229,tar,2,"[""tar"", ""tar gz""]"
230,error code,2,"[""error code"", ""error codes""]"
231,long running,2,"[""run"", ""long running""]"
232,xml,3,"[""xml"", ""xml"", ""baseline xml""]"
233,thrown,2,"[""tossed"", ""thrown""]"
234,links folder does,2,"[""folder does"", ""links folder does""]"
235,performance analysis,3,"[""performance"", ""performance analysis"", ""sufficient performance analysis""]"
236,modified,2,"[""modified"", ""modify""]"
237,createprocessinginstruction,2,"[""createprocessinginstruction"", ""document createprocessinginstruction""]"
238,speed,3,"[""slower"", ""speed"", ""speed""]"
239,xpinstall,4,"[""xpinstall"", ""xpinstall"", ""xpinstall"", ""xpinstall""]"
240,ylong change qa,1,"[""ylong change qa""]"
241,away pushed,2,"[""away pushed"", ""pushing""]"
242,searching,2,"[""searching"", ""obtain search""]"
243,smartdownload uncompression,3,"[""smartdownload"", ""smartdownload uncompression"", ""smartdownload uncompression routine prepending""]"
244,identifies,2,"[""identifies"", ""mis identifies""]"
245,registry related,2,"[""registry related"", ""registry""]"
246,download,2,"[""download"", ""download""]"
247,auto proxy,3,"[""auto proxy"", ""auto proxy config"", ""autoproxy""]"
248,ebx ss 013f,3,"[""ebx ss 013f"", ""ebx ss 013f esp"", ""eflgs ebx ss 013f""]"
249,selectors,2,"[""selectors"", ""child selectors""]"
250,news team,3,"[""news team"", ""mail news team"", ""newsgroup""]"
251,respect style context,1,"[""respect style context""]"
252,marek,2,"[""marek"", ""marek""]"
253,template,1,"[""template""]"
254,links machines,2,"[""links machines"", ""related links machines""]"
255,hyphens,5,"[""hyphen"", ""hyphens"", ""soft hyphen"", ""soft hyphens"", ""hyphenation""]"
256,msg,2,"[""msg"", ""msg""]"
257,happy campers changed qa,2,"[""campers changed qa"", ""happy campers changed qa""]"
258,accept changing qa,2,"[""changing qa"", ""accept changing qa""]"
259,transitions,2,"[""transitions"", ""pseudo transitions""]"
260,remind,1,"[""remind""]"
261,myclass,1,"[""myclass""]"
262,a11y state,2,"[""a11y state"", ""a11y state change""]"
263,cpp line,3,"[""cpp line"", ""cpp line"", ""cpp""]"
264,stamping,1,"[""stamping""]"
265,lang,3,"[""languages"", ""lang"", ""lang""]"
266,ieee,1,"[""ieee""]"
267,parent,2,"[""parent"", ""parent child relationship""]"
268,george,2,"[""george"", ""ask george""]"
269,additional,1,"[""additional""]"
270,start profiling data,3,"[""start profiling"", ""profiling data"", ""start profiling data""]"
271,treatment accepting,2,"[""treatment accepting"", ""special treatment accepting""]"
272,stack dump,2,"[""stack dump"", ""stacks""]"
273,frame,3,"[""block frame"", ""frameset"", ""frame""]"
274,ability,2,"[""ability"", ""ability""]"
275,viewer reassigning,1,"[""viewer reassigning""]"
276,libjar,1,"[""libjar""]"
277,li list item,7,"[""list item"", ""li list"", ""li list item"", ""li list item li"", ""item li list item"", ""list item li list"", ""list""]"
278,widgettoscreen 47 nswindow,7,"[""widgettoscreen"", ""widgettoscreen 47"", ""nswindow widgettoscreen 47"", ""widgettoscreen 47 nswindow"", ""nswindow widgettoscreen 47 nswindow"", ""widgettoscreen 47 nswindow widgettoscreen"", ""47 nswindow widgettoscreen 47""]"
279,ari,1,"[""ari""]"
280,arrows,1,"[""arrows""]"
281,paragraph,1,"[""paragraph""]"
282,available space ins quite,2,"[""available space ins quite"", ""space ins quite right""]"
283,fine reassigning,2,"[""fine reassigning"", ""accurate reassign""]"
284,renumbering,4,"[""renumbering"", ""list renumbering"", ""renumbering happens"", ""list renumbering happens""]"
285,encoding,2,"[""encoding"", ""encoded""]"
286,xp toolkit widgets menus,3,"[""widgets menus"", ""toolkit widgets menus xp"", ""xp toolkit widgets menus""]"
287,original ext,2,"[""ext"", ""original ext""]"
288,progid,1,"[""progid""]"
289,option disappears,2,"[""option disappears"", ""browser option disappears""]"
290,etp,1,"[""etp""]"
291,begins,2,"[""begins"", ""start""]"
292,movewelcomeicon,1,"[""movewelcomeicon""]"
293,urls 255 characters,2,"[""urls 255"", ""urls 255 characters""]"
294,report serves,1,"[""report serves""]"
295,scaled,3,"[""scaling"", ""scaled"", ""scale""]"
296,evaluation,1,"[""evaluation""]"
297,plain text mail,2,"[""text mail"", ""plain text mail""]"
298,cursor,6,"[""cursor"", ""cursors"", ""cursor"", ""cursor changes"", ""change cursor"", ""selection cursor""]"
299,engineering groups,1,"[""engineering groups""]"
300,needinfo,1,"[""needinfo""]"
301,windows 95 service pack,3,"[""95 service pack"", ""windows 95 service"", ""windows 95 service pack""]"
302,localizable xul file chrome,2,"[""xul file chrome messenger"", ""localizable xul file chrome""]"
303,invisible,1,"[""invisible""]"
304,garbled,1,"[""garbled""]"
305,add adapters,2,"[""add adapters"", ""issue add adapters""]"
306,nsappcoresmanager,2,"[""nsappcoresmanager"", ""nsappcoresmanager shutdown""]"
307,runtime working,1,"[""runtime working""]"
308,obtain,1,"[""obtain""]"
309,section keys,1,"[""section keys""]"
310,jimmy,2,"[""jimmy"", ""jimmy""]"
311,strict,1,"[""strict""]"
312,cpu usage,2,"[""cpu"", ""cpu usage""]"
313,check cer lang left,1,"[""check cer lang left""]"
314,poll,1,"[""poll""]"
315,typing,2,"[""typing"", ""typing""]"
316,extra word,1,"[""extra word""]"
317,metadata,2,"[""metadata"", ""metadata""]"
318,donna,1,"[""donna""]"
319,naming,1,"[""naming""]"
320,selection offsets,1,"[""selection offsets""]"
321,merge fenix closes fall,1,"[""merge fenix closes fall""]"
322,rules,2,"[""rules"", ""rules""]"
323,yields premature,1,"[""yields premature""]"
324,dhtml,2,"[""dhtml"", ""dhtml performance""]"
325,testcase,4,"[""testcase"", ""testcase"", ""testcase displays"", ""second testcase""]"
326,character err,1,"[""character err""]"
327,networking,2,"[""networking"", ""network""]"
328,rdf initialization,2,"[""rdf initialization"", ""initialize rdf""]"
329,updateview function,2,"[""updateview"", ""updateview function""]"
330,tinderbox,1,"[""tinderbox""]"
331,mtest,2,"[""mtest"", ""08 mtest""]"
332,document createentityreference,2,"[""createentityreference"", ""document createentityreference""]"
333,triggering,1,"[""triggering""]"
334,interesting unfortunately,1,"[""interesting unfortunately""]"
335,binary,2,"[""binary"", ""binary data""]"
336,m10 tasks adding,2,"[""m10 task"", ""m10 tasks adding""]"
337,cavalier,1,"[""cavalier""]"
338,pagedown,1,"[""pagedown""]"
339,link element,2,"[""link element"", ""link elements""]"
340,perl,1,"[""perl""]"
341,beam,1,"[""beam""]"
342,generated content,1,"[""generated content""]"
343,uudecode,1,"[""uudecode""]"
344,controller,1,"[""controller""]"
345,restriction,2,"[""restriction"", ""restrictions""]"
346,spec mac exceptions,2,"[""spec mac exceptions"", ""installer spec mac exceptions""]"
347,data class parcelable fenix,1,"[""data class parcelable fenix""]"
348,getbasewindowfromwindow,1,"[""getbasewindowfromwindow""]"
349,numbers,3,"[""numbers"", ""add number"", ""numbers""]"
350,original file,1,"[""original file""]"
351,rtf,1,"[""rtf""]"
352,group headings,1,"[""group headings""]"
353,settextproperty,1,"[""settextproperty""]"
354,const nsresult,2,"[""nsresult"", ""const nsresult""]"
355,appropriate xpfe engineer,2,"[""xpfe engineer"", ""appropriate xpfe engineer""]"
356,key,2,"[""key"", ""keys""]"
357,pointer,1,"[""pointer""]"
358,windows ver,1,"[""windows ver""]"
359,ins quite right,1,"[""ins quite right""]"
360,mhz,4,"[""mhz"", ""mhz p2 96 mb"", ""266 mhz"", ""mhz""]"
361,file type native windows,2,"[""file type native windows"", ""file types""]"
362,launch hey,2,"[""launch hey"", ""launch""]"
363,composer,1,"[""composer""]"
364,codes,1,"[""codes""]"
365,arch implement signed scripts,2,"[""implement signed scripts entering"", ""arch implement signed scripts""]"
366,i18n dependencies,1,"[""i18n dependencies""]"
367,meta,2,"[""meta"", ""meta""]"
368,hip deep,1,"[""hip deep""]"
369,md4,1,"[""md4""]"
370,iis,1,"[""iis""]"
371,threads,2,"[""threads"", ""various threads""]"
372,swap foreground,1,"[""swap foreground""]"
373,blank browser,2,"[""blank browser"", ""blank browser window""]"
374,display run,1,"[""display run""]"
375,netlib,2,"[""netlib thread"", ""netlib""]"
376,dns,1,"[""dns""]"
377,rfe ability,2,"[""rfe"", ""rfe ability""]"
378,signon,3,"[""signon"", ""single signon"", ""signons""]"
379,list 10,1,"[""list 10""]"
380,end tags,1,"[""end tags""]"
381,70s,1,"[""70s""]"
382,redundancy,1,"[""redundancy""]"
383,forward history,1,"[""forward history""]"
384,password dialog,2,"[""password dialog"", ""password dialog box starts""]"
