cluster_id,canonical_phrase,phrase_count,phrases
79,Apprunner Stability Failure,2,"[""apprunner crash"", ""apprunner hang Mac""]"
80,M9 Milestone Tracking,2,"[""M9 milestone"", ""M9 milestone cookies""]"
82,AAudio Default Configuration,2,"[""AAudio disabled by default"", ""AAudio deferred re-enable""]"
83,Profile Manager Startup,2,"[""ProfileManager launch"", ""Profile Manager Start Mozilla""]"
85,Debug Build Fuzzing,3,"[""MSan build fuzzing"", ""fuzzing debug build only"", ""gczeal debug fuzzing build""]"
86,DevTools Component Maintenance,2,"[""unmaintained devtools components"", ""devtools""]"
88,IPC Channel Counter,2,"[""counter per channel"", ""IPC channel counter""]"
89,Storage Stream Seeking,2,"[""nsStorageStream mWriteCursor"", ""nsStorageStream Seek""]"
91,Upstream Library Fix,2,"[""upstream patch fix"", ""upstream Skia fix""]"
92,HTTP2 Proxy Crash,2,"[""HTTP2 websocket proxy crash"", ""test_websocket_http2 backout failure""]"
93,Min-Content Overflow Issue,2,"[""min-content overflow"", ""min-width min-content""]"
94,Invalid Tag Name Selector,2,"[""numeric tag name invalid"", ""tag number selector invalid""]"
97,Attachment Text Wrapping,2,"[""attachment comment no wrap"", ""attachment section wraps""]"
98,ASAN QR Regression,3,"[""windows11-64-2009-asan-qr"", ""windows11-64-2009-asan-qr"", ""linux1804-64-asan-qr""]"
99,Feature Key Compatibility,2,"[""feature key backwards compatibility"", ""feature features key coexistence""]"
100,Feature Schema Incompatibility,2,"[""single-feature multi-feature schema incompatibility"", ""feature enabled schema rejection""]"
101,Page Load Failure,2,"[""page load hang"", ""page load crash""]"
102,Compositor Framebuffer Error,2,"[""RenderCompositorSWGL framebuffer"", ""RenderCompositorSWGL framebuffer error""]"
105,Compositor Assertion Violation,2,"[""COMPOSITOR_ENABLED assert violation"", ""MOZ_DIAGNOSTIC_ASSERT compositor state""]"
106,WindowGlobalParent Structure,2,"[""WindowGlobalParent embedder"", ""WindowGlobalParent subframe""]"
109,Linux Platform Crash,3,"[""unix crash fix"", ""Linux only crash"", ""Linux no crash expected behavior""]"
110,Priority Bug Tracking,2,"[""P1 bugs pending"", ""P1/P2 bugs""]"
113,Gecko Merge Bustage,2,"[""Gecko 39 merge"", ""Gecko 73 beta merge bustage""]"
114,IPC Pipe Failure,2,"[""IPC named pipe failure"", ""IPC pipe connection reset""]"
115,Compose Window Closure Failure,2,"[""HTML compose window close crash"", ""compose window not closing""]"
116,Unexpected Test Failure,2,"[""TEST-UNEXPECTED-FAIL"", ""TEST-UNEXPECTED-FAIL uncaught exception""]"
117,Meta Bug Tracking,2,"[""meta bug tracking"", ""meta bug blocker""]"
118,Milestone Schedule Deferral,2,"[""M11 M12 milestone deferral"", ""M14 milestone""]"
119,XPCShell Test Timeout,2,"[""win64cfi xpcshell timeout"", ""xpcshell intermittent""]"
120,Aurora Release Uplift,3,"[""Aurora 53 uplift"", ""Aurora uplift permafail"", ""uplift process Aurora""]"
121,Wayland Callback Crash,2,"[""Wayland frame callback crash"", ""moz_container_wayland_frame_callback""]"
123,Alt+Tab Input Suppression,2,"[""Alt+Tab suppressed"", ""mouse held Alt+Tab""]"
124,Memory Access Violation,3,"[""ACCESS_VIOLATION_READ"", ""EXCEPTION_ACCESS_VIOLATION_WRITE"", ""ACCESS_VIOLATION_WRITE""]"
126,Third-Party Software Conflict,2,"[""software conflict"", ""uber software conflicts""]"
128,Commercial Build Verification,2,"[""commercial build verified"", ""commercial build""]"
131,Beta Only Failure,2,"[""beta-only failure"", ""mozilla-beta only failure""]"
132,Inactive Bug Cleanup,2,"[""inactive metabug"", ""inactive bug""]"
134,WebRender Windows Support,2,"[""Software WebRender Windows support"", ""Windows 7 WebRender blocker""]"
135,ESR Release Uplift,2,"[""ESR 60.2 uplift"", ""comm-esr60 uplift 2.57""]"
136,CCOV QR Test Regression,2,"[""linux1804-64-ccov-qr"", ""windows10-64-2004-ccov-qr""]"
141,Duplicate Bug Resolution,3,"[""duplicate bug resolution"", ""duplicate bug resolution"", ""duplicate bug merged""]"
145,Verified Worksforme Status,2,"[""VERIFIED WORKSFORME"", ""cross-platform verified worksforme""]"
146,Sandbox Out Of Memory,2,"[""SandboxBroker ENOMEM"", ""SandboxBroker ENOMEM""]"
154,IPC Pressure Metrics,2,"[""IPC pressure metrics"", ""IPC pressure indicator""]"
155,SIGABRT Thread Crash,2,"[""SIGABRT libpthread crash"", ""SIGABRT SI_TKILL corrupted stack""]"
159,Feature Default Disablement,2,"[""feature disabled everyone"", ""feature disabled default""]"
160,Missing Severity Level,2,"[""severity not set"", ""severity not set""]"
161,Nightly Aurora Progression,2,"[""Nightly Aurora"", ""JS classes Aurora Nightly""]"
177,Windows Build Compatibility,3,"[""Win32 build"", ""Windows builds"", ""Win32 build""]"
184,Test Execution Timeout,5,"[""test_bug458037 timeout"", ""4 test timeouts giving up"", ""180102ms test timeout"", ""300003ms test timeout"", ""9022ms test timeout""]"
186,RNP Filename Encoding Failure,2,"[""RNP file API UTF-8 failure"", ""UTF-16 filename RNP rejection""]"
187,Drag Preview Missing,2,"[""drag preview missing"", ""first drag no preview""]"
188,Top100 WebCompat Testing,2,"[""Top100 webcompat testing"", ""Top100 webcompat test""]"
189,Windows Content Crash,2,"[""32-bit Windows content crash"", ""Windows 7 64-bit crash""]"
190,Dialog Parenting Error,2,"[""dialog parenting bug"", ""child dialog still active""]"
196,Navigation Event Abortion,2,"[""navigate event abort"", ""ongoing navigate aborted""]"
197,Minefield Version Regression,2,"[""Minefield 3.0a1"", ""Minefield 3.7a5pre""]"
198,Socket Transport Service,2,"[""nsSocketTransport OnFound"", ""nsSocketTransportService""]"
200,Inactive Bug Mass Closure,2,"[""mass-closing inactive bugs"", ""inactive bug closure""]"
202,Dark Mode Coloring,2,"[""dark mode color change"", ""dark mode night mode""]"
211,Location.href Navigation Crash,2,"[""location.href crash"", ""location.href navigate""]"
213,WebRender Software Fallback,2,"[""WebRender SW-WR fallback"", ""WebRender SW-WR fallback""]"
233,Content Process Shutdown Crash,2,"[""content process crashed shutdown"", ""content process crashed shutdown""]"
236,ETP Captcha Blocking,2,"[""captcha blocked ETP"", ""Standard ETP captcha""]"
237,Extension Process Persistence,2,"[""extension left running"", ""extension left running""]"
238,Linux Test Configuration,2,"[""linux1804-32-qr opt"", ""linux1804-64-tsan-qr""]"
241,Signal 15 Return Code,2,"[""return code -15 signal 15"", ""return code -15 signal 15""]"
243,Android Hardware Testing,2,"[""android-hw-p5-13-0-aarch64"", ""android-hw-p5-13-0-aarch64""]"
254,MP3 Streaming Crash,2,"[""ARM CPU MP3 crash"", ""MP3 streaming crash""]"
257,Debug Assertion Backout,2,"[""debug-only assertion no user impact"", ""debug-only assertion backout""]"
263,Sidebar Flash Glitch,2,"[""sidebar flash new window"", ""private window sidebar flash""]"
264,High Priority Failure Count,2,"[""30 failures high priority"", ""31 failures high priority""]"
269,Swappable Carets Drag,2,"[""test_drag_swappable_carets_input"", ""swappable carets drag""]"
273,Early Beta Rollout,2,"[""EARLY_BETA_OR_EARLIER"", ""EARLY_BETA_OR_EARLIER rollout""]"
283,Experiment Stage Environment,2,"[""cloned experiment Stage environment"", ""Prod Stage clone interaction""]"
292,QR Debug Test Regression,4,"[""windows11-64-2009-qr debug"", ""windows11-64-2009-qr debug"", ""linux1804-64-qr debug"", ""linux1804-64-qr debug""]"
323,Compositor Flickering State,2,"[""COMPOSITOR_PAUSED_FLICKERING state"", ""flickering suppression compositor""]"
424,Shutdown Blocker Management,2,"[""RemoveShutdownBlockers null static pointer"", ""AddShutdownBlockers static cleared""]"
473,PDF.js Text Highlighting,2,"[""keyboard text highlight pdf.js"", ""pdf.js Editor highlight""]"
510,Toolbar UI Components,2,"[""toolbar"", ""tools bar""]"
516,CSS Frame Constructor,2,"[""nsCSSFrameConstructor ContentRemoved"", ""nsCSSFrameConstructor""]"
539,Palm Desktop Software Compatibility,2,"[""Palm desktop software"", ""Palm Desktop 2.5""]"
540,Subframe Creation Assertion,2,"[""subframe embedder assert"", ""subframe creation assert""]"
548,Unified Compositor Resume,2,"[""ResumeCompositorImpl unified resume"", ""compositor resume unification""]"
